epoch,eval/linear_probe_top1_epoch,eval/linear_probe_top1_step,eval/linear_probe_top5_epoch,eval/linear_probe_top5_step,fit/inv_loss_epoch,fit/inv_loss_step,fit/loss_epoch,fit/loss_step,fit/reg_loss_epoch,fit/reg_loss_step,step,train/linear_probe_loss_epoch,train/linear_probe_loss_step
,,0.05143368989229202,,0.25917601585388184,,,,,,,53,,
,,0.08281250298023224,,0.2260112762451172,,,,,,,54,,
,,0.06717687845230103,,0.23625428974628448,,,,,,,55,,
,,0.07798834145069122,,0.22726574540138245,,,,,,,56,,
,,0.08175438642501831,,0.22092197835445404,,,,,,,57,,
,,0.04123711585998535,,0.20842492580413818,,,,,,,58,,
,,0.08226686716079712,,0.25620096921920776,,,,,,,59,,
,,0.10814815759658813,,0.2610795497894287,,,,,,,60,,
,,0.05190972238779068,,0.24442756175994873,,,,,,,61,,
,,0.06879432499408722,,0.2155914008617401,,,,,,,62,,
,,0.06700336188077927,,0.2328474223613739,,,,,,,63,,
,,0.08771930634975433,,0.26755639910697937,,,,,,,64,,
,,0.08843538165092468,,0.24385966360569,,,,,,,65,,
,,0.055102042853832245,,0.2617543935775757,,,,,,,66,,
,,0.07057823240756989,,0.23261649906635284,,,,,,,67,,
,,0.07656250894069672,,0.20962733030319214,,,,,,,68,,
,,0.05206185579299927,,0.21562501788139343,,,,,,,69,,
,,0.03576388955116272,,0.2134057879447937,,,,,,,70,,
,,0.061403509229421616,,0.23241759836673737,,,,,,,71,,
,,0.058940716087818146,,0.21456433832645416,,,,,,,72,,
,,0.05723905935883522,,0.233754962682724,,,,,,,73,,
,,0.06909722834825516,,0.24444444477558136,,,,,,,74,,
,,0.06894737482070923,,0.20996376872062683,,,,,,,75,,
,,0.09098639339208603,,0.23219463229179382,,,,,,,76,,
,,0.07475198805332184,,0.2444782257080078,,,,,,,77,,
,,0.05190972238779068,,0.2565602660179138,,,,,,,78,,
,,0.04545454680919647,,0.3333333730697632,,,,,,,79,,
1,0.06999999284744263,,0.24070000648498535,,,,,,,,389,,
1,,,,,0.591884195804596,,1.4678013324737549,,18.110336303710938,,389,4.340048313140869,
2,,,,,,0.6860692501068115,,1.1922931671142578,,10.8125,399,,4.250200271606445
2,,,,,,0.7464319467544556,,1.1883583068847656,,9.5859375,449,,4.226388931274414
2,,,,,,0.720255970954895,,1.1412744522094727,,9.140625,499,,4.226064682006836
2,,,,,,0.706321120262146,,1.0718839168548584,,8.015625,549,,4.146324157714844
,,0.10917294025421143,,0.2937830984592438,,,,,,,80,,
,,0.04737608879804611,,0.2676759958267212,,,,,,,81,,
,,0.08599896728992462,,0.267037034034729,,,,,,,82,,
,,0.08721157908439636,,0.3107396066188812,,,,,,,83,,
,,0.0833333358168602,,0.29036641120910645,,,,,,,84,,
,,0.07680411636829376,,0.2552434504032135,,,,,,,85,,
,,0.06867559999227524,,0.2769924998283386,,,,,,,86,,
,,0.10228070616722107,,0.35140353441238403,,,,,,,87,,
,,0.07361111044883728,,0.24432624876499176,,,,,,,88,,
,,0.05277778208255768,,0.30412089824676514,,,,,,,89,,
,,0.0853741466999054,,0.2911347448825836,,,,,,,90,,
,,0.10520833730697632,,0.2817029058933258,,,,,,,91,,
,,0.0901002585887909,,0.3536749482154846,,,,,,,92,,
,,0.0578853040933609,,0.2698501944541931,,,,,,,93,,
,,0.07798833400011063,,0.32450076937675476,,,,,,,94,,
,,0.08505154401063919,,0.280927836894989,,,,,,,95,,
,,0.0989583358168602,,0.2940860390663147,,,,,,,96,,
,,0.08829787373542786,,0.32807329297065735,,,,,,,97,,
,,0.07187500596046448,,0.28205132484436035,,,,,,,98,,
,,0.08797250688076019,,0.3351648449897766,,,,,,,99,,
,,0.06507091969251633,,0.2554924488067627,,,,,,,100,,
,,0.08006872981786728,,0.2693515717983246,,,,,,,101,,
,,0.08024054765701294,,0.2804659605026245,,,,,,,102,,
,,0.08703704178333282,,0.2728863060474396,,,,,,,103,,
,,0.11487480998039246,,0.31733083724975586,,,,,,,104,,
,,0.08676975965499878,,0.29947370290756226,,,,,,,105,,
,,0.1001700684428215,,0.315964937210083,,,,,,,106,,
,,0.06730994582176208,,0.2845878303050995,,,,,,,107,,
,,0.07881945371627808,,0.28090062737464905,,,,,,,108,,
,,0.07353951781988144,,0.26440972089767456,,,,,,,109,,
,,0.08107639104127884,,0.25934264063835144,,,,,,,110,,
,,0.06319443881511688,,0.24518577754497528,,,,,,,111,,
,,0.07544642686843872,,0.275481253862381,,,,,,,112,,
,,0.09011175483465195,,0.2914930582046509,,,,,,,113,,
,,0.11263158172369003,,0.28172042965888977,,,,,,,114,,
,,0.048245616257190704,,0.23876813054084778,,,,,,,115,,
,,0.07649123668670654,,0.2848084568977356,,,,,,,116,,
,,0.08811978250741959,,0.3240121603012085,,,,,,,117,,
,,0.1111111119389534,,0.2946808338165283,,,,,,,118,,
,,0.0,,0.2666666805744171,,,,,,,119,,
2,0.08630000054836273,,0.28930002450942993,,,,,,,,584,,
2,,,,,0.6804481148719788,,1.104418396949768,,9.159675598144531,,584,4.231194019317627,
3,,,,,,0.7056818008422852,,1.0622434616088867,,7.8359375,599,,4.223400115966797
3,,,,,,0.6796926856040955,,1.0299854278564453,,7.68359375,649,,4.305156707763672
3,,,,,,0.6984727382659912,,0.9970451593399048,,6.66796875,699,,4.192256927490234
3,,,,,,0.6418979167938232,,0.9559944272041321,,6.92578125,749,,4.090890884399414
,,0.09197995066642761,,0.30119049549102783,,,,,,,120,,
,,0.07203595340251923,,0.2380693554878235,,,,,,,121,,
,,0.09063147008419037,,0.2747354507446289,,,,,,,122,,
,,0.11141384392976761,,0.3080800473690033,,,,,,,123,,
,,0.09301260113716125,,0.29284870624542236,,,,,,,124,,
,,0.08559028804302216,,0.2998127341270447,,,,,,,125,,
,,0.07543732225894928,,0.2734836935997009,,,,,,,126,,
,,0.10781250149011612,,0.3245614171028137,,,,,,,127,,
,,0.0737113356590271,,0.23049646615982056,,,,,,,128,,
,,0.09381720423698425,,0.3095238208770752,,,,,,,129,,
,,0.07480952143669128,,0.2918439507484436,,,,,,,130,,
,,0.07526315748691559,,0.2713767886161804,,,,,,,131,,
,,0.08739349246025085,,0.27595755457878113,,,,,,,132,,
,,0.06786941736936569,,0.21928837895393372,,,,,,,133,,
,,0.08605098724365234,,0.3475422263145447,,,,,,,134,,
,,0.0952380895614624,,0.23109965026378632,,,,,,,135,,
,,0.1111111044883728,,0.3315156102180481,,,,,,,136,,
,,0.08356243371963501,,0.2808510661125183,,,,,,,137,,
,,0.0787719339132309,,0.28992676734924316,,,,,,,138,,
,,0.10624060034751892,,0.31015175580978394,,,,,,,139,,
,,0.07836879789829254,,0.24604980647563934,,,,,,,140,,
,,0.12431973218917847,,0.3136777877807617,,,,,,,141,,
,,0.0807291716337204,,0.2729390859603882,,,,,,,142,,
,,0.07039441913366318,,0.2754616141319275,,,,,,,143,,
,,0.09739583730697632,,0.35520052909851074,,,,,,,144,,
,,0.1005154624581337,,0.26649123430252075,,,,,,,145,,
,,0.08452381193637848,,0.3221052885055542,,,,,,,146,,
,,0.06458333134651184,,0.33488649129867554,,,,,,,147,,
,,0.08522336184978485,,0.30680641531944275,,,,,,,148,,
,,0.1034364253282547,,0.2831597328186035,,,,,,,149,,
,,0.07239583879709244,,0.25851449370384216,,,,,,,150,,
,,0.08017544448375702,,0.26936161518096924,,,,,,,151,,
,,0.0973735898733139,,0.2598024010658264,,,,,,,152,,
,,0.07697594165802002,,0.3169642984867096,,,,,,,153,,
,,0.10087719559669495,,0.29480287432670593,,,,,,,154,,
,,0.09175257384777069,,0.23586955666542053,,,,,,,155,,
,,0.08058419823646545,,0.2972826361656189,,,,,,,156,,
,,0.09230576455593109,,0.32824215292930603,,,,,,,157,,
,,0.11241497099399567,,0.2742021381855011,,,,,,,158,,
,,0.09090909361839294,,0.2666666805744171,,,,,,,159,,
3,0.094200000166893,,0.2912999987602234,,,,,,,,779,,
3,,,,,0.6756107211112976,,1.010259985923767,,7.368469715118408,,779,4.140474319458008,
4,,,,,,0.7209293842315674,,1.0230176448822021,,6.76171875,799,,3.995849609375
4,,,,,,0.6742134094238281,,0.9730222821235657,,6.65234375,849,,4.057792663574219
4,,,,,,0.7080337405204773,,0.9902589917182922,,6.3515625,899,,3.9955577850341797
4,,,,,,0.6494791507720947,,0.9639289975166321,,6.9375,949,,4.109220504760742
,,0.11849623918533325,,0.37656086683273315,,,,,,,160,,
,,0.09141865372657776,,0.27075570821762085,,,,,,,161,,
,,0.0737227201461792,,0.2892724871635437,,,,,,,162,,
,,0.08253969252109528,,0.34371834993362427,,,,,,,163,,
,,0.09768518805503845,,0.3481678366661072,,,,,,,164,,
,,0.10659722238779068,,0.35299625992774963,,,,,,,165,,
,,0.09033189713954926,,0.2831328511238098,,,,,,,166,,
,,0.10399305820465088,,0.3561403751373291,,,,,,,167,,
,,0.10240548849105835,,0.3223404288291931,,,,,,,168,,
,,0.09432623535394669,,0.343406617641449,,,,,,,169,,
,,0.11326530575752258,,0.3127659559249878,,,,,,,170,,
,,0.10952381789684296,,0.303260862827301,,,,,,,171,,
,,0.10284732282161713,,0.33584368228912354,,,,,,,172,,
,,0.08576389402151108,,0.2829588055610657,,,,,,,173,,
,,0.1117083951830864,,0.35227856040000916,,,,,,,174,,
,,0.09364261478185654,,0.31305840611457825,,,,,,,175,,
,,0.11019345372915268,,0.35839733481407166,,,,,,,176,,
,,0.10671296715736389,,0.30005908012390137,,,,,,,177,,
,,0.0594501718878746,,0.32869356870651245,,,,,,,178,,
,,0.11230158805847168,,0.3682103753089905,,,,,,,179,,
,,0.10284954309463501,,0.32390421628952026,,,,,,,180,,
,,0.09285714477300644,,0.33397921919822693,,,,,,,181,,
,,0.08161512017250061,,0.3034050166606903,,,,,,,182,,
,,0.08451178669929504,,0.272716224193573,,,,,,,183,,
,,0.11096938699483871,,0.33363407850265503,,,,,,,184,,
,,0.09848485141992569,,0.3301754593849182,,,,,,,185,,
,,0.11958762258291245,,0.3577193021774292,,,,,,,186,,
,,0.09897959232330322,,0.333512544631958,,,,,,,187,,
,,0.08109965175390244,,0.31151658296585083,,,,,,,188,,
,,0.1081632673740387,,0.3031250238418579,,,,,,,189,,
,,0.07568027079105377,,0.27300724387168884,,,,,,,190,,
,,0.06081559881567955,,0.31291210651397705,,,,,,,191,,
,,0.08454810082912445,,0.2759118676185608,,,,,,,192,,
,,0.12685321271419525,,0.32497522234916687,,,,,,,193,,
,,0.11377551406621933,,0.3603942394256592,,,,,,,194,,
,,0.09756944328546524,,0.2958333492279053,,,,,,,195,,
,,0.08127147704362869,,0.31503623723983765,,,,,,,196,,
,,0.1248226910829544,,0.3470364809036255,,,,,,,197,,
,,0.12256945669651031,,0.35265958309173584,,,,,,,198,,
,,0.03703703731298447,,0.2666666805744171,,,,,,,199,,
4,0.1046999990940094,,0.32280001044273376,,,,,,,,974,,
4,,,,,0.6648547053337097,,0.9666603803634644,,6.701181888580322,,974,4.069474697113037,
5,,,,,,0.64351487159729,,0.9240832328796387,,6.25390625,999,,4.029180526733398
5,,,,,,0.6312603950500488,,0.9126856327056885,,6.26171875,1049,,3.9395503997802734
5,,,,,,0.6098946332931519,,0.8916557431221008,,6.24609375,1099,,4.067427635192871
5,,,,,,0.6705596446990967,,0.9595414400100708,,6.44921875,1149,,4.035699844360352
,,0.09253133088350296,,0.3193386495113373,,,,,,,200,,
,,0.10434888303279877,,0.31695136427879333,,,,,,,201,,
,,0.06989246606826782,,0.30482804775238037,,,,,,,202,,
,,0.09091801941394806,,0.37393617630004883,,,,,,,203,,
,,0.12429077923297882,,0.33209219574928284,,,,,,,204,,
,,0.08814433217048645,,0.3495318293571472,,,,,,,205,,
,,0.10104469954967499,,0.30739349126815796,,,,,,,206,,
,,0.11785714328289032,,0.35842108726501465,,,,,,,207,,
,,0.07854609191417694,,0.3515957295894623,,,,,,,208,,
,,0.09964539110660553,,0.3532967269420624,,,,,,,209,,
,,0.10478595644235611,,0.3643617033958435,,,,,,,210,,
,,0.08058419823646545,,0.3387681245803833,,,,,,,211,,
,,0.13036328554153442,,0.3413819670677185,,,,,,,212,,
,,0.10631579160690308,,0.32022470235824585,,,,,,,213,,
,,0.12067541480064392,,0.3626728057861328,,,,,,,214,,
,,0.11734694242477417,,0.337972491979599,,,,,,,215,,
,,0.11546391248703003,,0.38445982336997986,,,,,,,216,,
,,0.1293814331293106,,0.3326832056045532,,,,,,,217,,
,,0.0824652761220932,,0.32307693362236023,,,,,,,218,,
,,0.12431973218917847,,0.3450287878513336,,,,,,,219,,
,,0.12703900039196014,,0.3453192710876465,,,,,,,220,,
,,0.11777296662330627,,0.33689209818840027,,,,,,,221,,
,,0.10171820968389511,,0.33440861105918884,,,,,,,222,,
,,0.1036190390586853,,0.3696064054965973,,,,,,,223,,
,,0.13015463948249817,,0.3631078004837036,,,,,,,224,,
,,0.14040404558181763,,0.31736844778060913,,,,,,,225,,
,,0.1195286214351654,,0.40052634477615356,,,,,,,226,,
,,0.12121212482452393,,0.34408602118492126,,,,,,,227,,
,,0.12631449103355408,,0.34534162282943726,,,,,,,228,,
,,0.1219387799501419,,0.3022569417953491,,,,,,,229,,
,,0.060996562242507935,,0.3193064332008362,,,,,,,230,,
,,0.06718213111162186,,0.3066065013408661,,,,,,,231,,
,,0.11156462132930756,,0.33366262912750244,,,,,,,232,,
,,0.10760922729969025,,0.3637152910232544,,,,,,,233,,
,,0.10086806118488312,,0.35322582721710205,,,,,,,234,,
,,0.0991496592760086,,0.2971014380455017,,,,,,,235,,
,,0.10442176461219788,,0.3510093092918396,,,,,,,236,,
,,0.10996562987565994,,0.35200101137161255,,,,,,,237,,
,,0.12517006695270538,,0.35523051023483276,,,,,,,238,,
,,0.13636364042758942,,0.4333333373069763,,,,,,,239,,
5,0.11420000344514847,,0.3431999981403351,,,,,,,,1169,,
5,,,,,0.6455039978027344,,0.922153115272522,,6.178465366363525,,1169,4.0057220458984375,
6,,,,,,0.6966915130615234,,0.9660561680793762,,6.0859375,1199,,4.0146484375
6,,,,,,0.6786902546882629,,0.9550584554672241,,6.20703125,1249,,4.001008987426758
6,,,,,,0.6789844632148743,,0.9394688010215759,,5.88671875,1299,,3.940371036529541
6,,,,,,0.5981669425964355,,0.8580535054206848,,5.796875,1349,,3.9232654571533203
,,0.1411779522895813,,0.381984144449234,,,,,,,240,,
,,0.1389297991991043,,0.3281055688858032,,,,,,,241,,
,,0.11564979702234268,,0.36222225427627563,,,,,,,242,,
,,0.1468581259250641,,0.3658561110496521,,,,,,,243,,
,,0.15068727731704712,,0.3233451247215271,,,,,,,244,,
,,0.10902777314186096,,0.35964417457580566,,,,,,,245,,
,,0.09093780815601349,,0.30052632093429565,,,,,,,246,,
,,0.16271477937698364,,0.41140350699424744,,,,,,,247,,
,,0.11941580474376678,,0.3716312050819397,,,,,,,248,,
,,0.10381945222616196,,0.39615386724472046,,,,,,,249,,
,,0.10387205332517624,,0.3438449800014496,,,,,,,250,,
,,0.09642857313156128,,0.322282612323761,,,,,,,251,,
,,0.1372767984867096,,0.3820393681526184,,,,,,,252,,
,,0.08971630781888962,,0.334269642829895,,,,,,,253,,
,,0.12982326745986938,,0.36848437786102295,,,,,,,254,,
,,0.11254295706748962,,0.3405498266220093,,,,,,,255,,
,,0.17366522550582886,,0.3944956064224243,,,,,,,256,,
,,0.0963541716337204,,0.3343971371650696,,,,,,,257,,
,,0.12074830383062363,,0.3451770544052124,,,,,,,258,,
,,0.11536341160535812,,0.33660387992858887,,,,,,,259,,
,,0.13545113801956177,,0.35449135303497314,,,,,,,260,,
,,0.14023324847221375,,0.33603090047836304,,,,,,,261,,
,,0.10697279125452042,,0.3426523208618164,,,,,,,262,,
,,0.10349999368190765,,0.3833819031715393,,,,,,,263,,
,,0.1621052622795105,,0.40109023451805115,,,,,,,264,,
,,0.11734694242477417,,0.3301754593849182,,,,,,,265,,
,,0.1736394613981247,,0.4273684620857239,,,,,,,266,,
,,0.12534013390541077,,0.3597968816757202,,,,,,,267,,
,,0.09591836482286453,,0.35284680128097534,,,,,,,268,,
,,0.11907216906547546,,0.30347222089767456,,,,,,,269,,
,,0.10498280823230743,,0.3194875717163086,,,,,,,270,,
,,0.11840277910232544,,0.3493066430091858,,,,,,,271,,
,,0.12628865242004395,,0.3342198431491852,,,,,,,272,,
,,0.12556517124176025,,0.3387896716594696,,,,,,,273,,
,,0.1417543888092041,,0.3754480183124542,,,,,,,274,,
,,0.14368420839309692,,0.3592391312122345,,,,,,,275,,
,,0.12278911471366882,,0.3536231815814972,,,,,,,276,,
,,0.10061363875865936,,0.4160081148147583,,,,,,,277,,
,,0.12447917461395264,,0.3434396982192993,,,,,,,278,,
,,0.03999999910593033,,0.2666666805744171,,,,,,,279,,
6,0.12999999523162842,,0.35659998655319214,,,,,,,,1364,,
6,,,,,0.6301169991493225,,0.8916022181510925,,5.859675407409668,,1364,3.950634479522705,
7,,,,,,0.604698657989502,,0.8659676313400269,,5.828125,1399,,3.849517822265625
7,,,,,,0.6118879318237305,,0.853022038936615,,5.43359375,1449,,3.792313575744629
7,,,,,,0.5388364791870117,,0.7799610495567322,,5.36328125,1499,,3.920501708984375
7,,,,,,0.5999164581298828,,0.8438463807106018,,5.48046875,1549,,3.845034599304199
,,0.13005012273788452,,0.39312171936035156,,,,,,,280,,
,,0.12509718537330627,,0.3425983488559723,,,,,,,281,,
,,0.12677305936813354,,0.3605026602745056,,,,,,,282,,
,,0.13685616850852966,,0.38482773303985596,,,,,,,283,,
,,0.11315789818763733,,0.3325650095939636,,,,,,,284,,
,,0.14687499403953552,,0.35327714681625366,,,,,,,285,,
,,0.1264820098876953,,0.32067668437957764,,,,,,,286,,
,,0.14268708229064941,,0.41438597440719604,,,,,,,287,,
,,0.11642120778560638,,0.36395642161369324,,,,,,,288,,
,,0.1239057257771492,,0.386904776096344,,,,,,,289,,
,,0.11358115077018738,,0.36745187640190125,,,,,,,290,,
,,0.09826388955116272,,0.3911232054233551,,,,,,,291,,
,,0.1451399028301239,,0.39101970195770264,,,,,,,292,,
,,0.12204300612211227,,0.32865166664123535,,,,,,,293,,
,,0.1090909093618393,,0.3956989347934723,,,,,,,294,,
,,0.1131313219666481,,0.368900328874588,,,,,,,295,,
,,0.18398497998714447,,0.4074244499206543,,,,,,,296,,
,,0.1415509283542633,,0.4097517728805542,,,,,,,297,,
,,0.1428571492433548,,0.3697802424430847,,,,,,,298,,
,,0.12033730745315552,,0.33686551451683044,,,,,,,299,,
,,0.10087137669324875,,0.3485119044780731,,,,,,,300,,
,,0.13741496205329895,,0.348226934671402,,,,,,,301,,
,,0.10323129594326019,,0.3512544631958008,,,,,,,302,,
,,0.17076189815998077,,0.3705296516418457,,,,,,,303,,
,,0.13852040469646454,,0.3934336006641388,,,,,,,304,,
,,0.11833333224058151,,0.3580701947212219,,,,,,,305,,
,,0.14879724383354187,,0.44228070974349976,,,,,,,306,,
,,0.12008102238178253,,0.4022102952003479,,,,,,,307,,
,,0.12611758708953857,,0.3898809552192688,,,,,,,308,,
,,0.10187075287103653,,0.32951390743255615,,,,,,,309,,
,,0.12501227855682373,,0.3711438775062561,,,,,,,310,,
,,0.10798969119787216,,0.34195446968078613,,,,,,,311,,
,,0.11632652580738068,,0.3337132930755615,,,,,,,312,,
,,0.13858114182949066,,0.36902284622192383,,,,,,,313,,
,,0.17836879193782806,,0.40645161271095276,,,,,,,314,,
,,0.12100695073604584,,0.33605071902275085,,,,,,,315,,
,,0.144727885723114,,0.3550724685192108,,,,,,,316,,
,,0.1933673471212387,,0.3910587430000305,,,,,,,317,,
,,0.14234694838523865,,0.36613473296165466,,,,,,,318,,
,,0.13636364042758942,,0.4333333373069763,,,,,,,319,,
7,0.13699999451637268,,0.3725000023841858,,,,,,,,1559,,
7,,,,,0.6137269735336304,,0.8613421320915222,,5.566125869750977,,1559,3.8832640647888184,
8,,,,,,0.6457188129425049,,0.8692922592163086,,5.1171875,1599,,3.893101692199707
8,,,,,,0.6449790596961975,,0.883970320224762,,5.42578125,1649,,3.9020185470581055
8,,,,,,0.5940412282943726,,0.8343586921691895,,5.40234375,1699,,3.8312439918518066
8,,,,,,0.5598411560058594,,0.7955209612846375,,5.2734375,1749,,3.800769329071045
,,0.14007936418056488,,0.39137569069862366,,,,,,,320,,
,,0.12910592555999756,,0.4180900752544403,,,,,,,321,,
,,0.13045114278793335,,0.39167991280555725,,,,,,,322,,
,,0.10787172615528107,,0.37641841173171997,,,,,,,323,,
,,0.14846938848495483,,0.374172568321228,,,,,,,324,,
,,0.1452862024307251,,0.35805243253707886,,,,,,,325,,
,,0.13481535017490387,,0.3902255892753601,,,,,,,326,,
,,0.15357142686843872,,0.3880701959133148,,,,,,,327,,
,,0.11132167279720306,,0.3450101315975189,,,,,,,328,,
,,0.13771477341651917,,0.42408427596092224,,,,,,,329,,
,,0.0846320390701294,,0.3578774034976959,,,,,,,330,,
,,0.11632654070854187,,0.354347825050354,,,,,,,331,,
,,0.13573935627937317,,0.42833852767944336,,,,,,,332,,
,,0.13140350580215454,,0.3606741428375244,,,,,,,333,,
,,0.12422679364681244,,0.39869433641433716,,,,,,,334,,
,,0.15067338943481445,,0.37886595726013184,,,,,,,335,,
,,0.16981646418571472,,0.41108548641204834,,,,,,,336,,
,,0.12441077828407288,,0.39367613196372986,,,,,,,337,,
,,0.1081065759062767,,0.3590354323387146,,,,,,,338,,
,,0.14543861150741577,,0.3549189269542694,,,,,,,339,,
,,0.1210651695728302,,0.4166802167892456,,,,,,,340,,
,,0.13063973188400269,,0.3662360608577728,,,,,,,341,,
,,0.1290816366672516,,0.40698927640914917,,,,,,,342,,
,,0.12501202523708344,,0.42376092076301575,,,,,,,343,,
,,0.11229749023914337,,0.40839600563049316,,,,,,,344,,
,,0.1508503407239914,,0.3875438868999481,,,,,,,345,,
,,0.17766666412353516,,0.42964914441108704,,,,,,,346,,
,,0.1457044631242752,,0.42090800404548645,,,,,,,347,,
,,0.12300752103328705,,0.39241719245910645,,,,,,,348,,
,,0.10884353518486023,,0.31718751788139343,,,,,,,349,,
,,0.12509921193122864,,0.3945910930633545,,,,,,,350,,
,,0.0824742242693901,,0.3490842580795288,,,,,,,351,,
,,0.1590328812599182,,0.3854103088378906,,,,,,,352,,
,,0.11977648735046387,,0.38680559396743774,,,,,,,353,,
,,0.15746527910232544,,0.41254478693008423,,,,,,,354,,
,,0.12857142090797424,,0.3590579628944397,,,,,,,355,,
,,0.14226803183555603,,0.4251035451889038,,,,,,,356,,
,,0.15235640108585358,,0.4501013159751892,,,,,,,357,,
,,0.12312924861907959,,0.3781914710998535,,,,,,,358,,
,,0.09999999403953552,,0.4333333373069763,,,,,,,359,,
8,0.13859999179840088,,0.38770002126693726,,,,,,,,1754,,
8,,,,,0.5987856388092041,,0.8358523845672607,,5.340224266052246,,1754,3.8319389820098877,
9,,,,,,0.5662479996681213,,0.7979453802108765,,5.19921875,1799,,3.771544933319092
9,,,,,,0.5913086533546448,,0.8241943717002869,,5.25,1849,,3.6929378509521484
9,,,,,,0.6551567316055298,,0.8579946160316467,,4.7109375,1899,,3.7176389694213867
9,,,,,,0.6265401840209961,,0.8549787998199463,,5.1953125,1949,,3.914616584777832
,,0.16611528396606445,,0.40341269969940186,,,,,,,360,,
,,0.1470053791999817,,0.4026656150817871,,,,,,,361,,
,,0.14067882299423218,,0.3944576680660248,,,,,,,362,,
,,0.10179786384105682,,0.3731762766838074,,,,,,,363,,
