epoch,eval/knn_probe_emb_accuracy,eval/knn_probe_proj_accuracy,eval/linear_probe_emb_top1_epoch,eval/linear_probe_emb_top1_step,eval/linear_probe_emb_top5_epoch,eval/linear_probe_emb_top5_step,eval/linear_probe_proj_top1_epoch,eval/linear_probe_proj_top1_step,eval/linear_probe_proj_top5_epoch,eval/linear_probe_proj_top5_step,fit/inv_loss,fit/mag_loss,fit/reg_loss,step,train/linear_probe_emb_loss_epoch,train/linear_probe_emb_loss_step,train/linear_probe_proj_loss_epoch,train/linear_probe_proj_loss_step
,,,,0.003687500022351742,,0.15458333492279053,,0.0002739726041909307,,0.07999999821186066,,,,14,,,,
,,,,0.007447045762091875,,0.1857970952987671,,0.0019672131165862083,,0.15362319350242615,,,,15,,,,
,,,,0.03909090906381607,,0.31285718083381653,,0.009454545564949512,,0.10571429133415222,,,,16,,,,
,,,,0.019191177561879158,,0.31805557012557983,,0.007344632875174284,,0.2212499976158142,,,,17,,,,
,,,,0.0008210180676542222,,0.049047619104385376,,0.0008112874929793179,,0.07904762029647827,,,,18,,,,
,,,,0.0006666666595265269,,0.07555555552244186,,0.0038222221191972494,,0.1711111068725586,,,,19,,,,
0,0.04659999907016754,0.04519999772310257,0.05220000073313713,,0.17180000245571136,,0.05120000243186951,,0.17980000376701355,,,,,493,,,,
0,,,,,,,,,,,0.3149601221084595,0.028978530317544937,11.712328910827637,493,4.532748222351074,,4.539646625518799,
1,,,,,,,,,,,,,,499,,4.42436408996582,,4.441986083984375
1,,,,,,,,,,,,,,549,,4.392253875732422,,4.371757507324219
1,,,,,,,,,,,,,,599,,4.397260665893555,,4.369625091552734
1,,,,,,,,,,,,,,649,,4.402275085449219,,4.322734832763672
1,,,,,,,,,,,,,,699,,4.398069381713867,,4.350889205932617
1,,,,,,,,,,,,,,749,,4.448783874511719,,4.319952011108398
1,,,,,,,,,,,,,,799,,4.30158805847168,,4.273944854736328
1,,,,,,,,,,,,,,849,,4.306467056274414,,4.236307144165039
1,,,,,,,,,,,,,,899,,4.337836265563965,,4.287412643432617
1,,,,,,,,,,,,,,949,,4.289651870727539,,4.184566497802734
,,,,0.014634146355092525,,0.24333330988883972,,0.004516128916293383,,0.20666667819023132,,,,20,,,,
,,,,0.007924527861177921,,0.21222221851348877,,0.009104477241635323,,0.18888887763023376,,,,21,,,,
,,,,0.010058479383587837,,0.23167641460895538,,0.014305556192994118,,0.36884990334510803,,,,22,,,,
,,,,0.016399571672081947,,0.30548611283302307,,0.013283898122608662,,0.3247222304344177,,,,23,,,,
,,,,0.007403846830129623,,0.22128206491470337,,0.007313609588891268,,0.25102564692497253,,,,24,,,,
,,,,0.0013636363437399268,,0.06666666269302368,,0.00028985505923628807,,0.13166667520999908,,,,25,,,,
,,,,0.002304761903360486,,0.2014285773038864,,0.008629148826003075,,0.2539682388305664,,,,26,,,,
,,,,0.027638887986540794,,0.4402777850627899,,0.01067796628922224,,0.3756944537162781,,,,27,,,,
,,,,0.002500000176951289,,0.11571428179740906,,0.01409090869128704,,0.320000022649765,,,,28,,,,
,,,,0.020339343696832657,,0.4443478286266327,,0.029404187574982643,,0.4469565153121948,,,,29,,,,
,,,,0.017500000074505806,,0.4258333444595337,,0.009246032685041428,,0.37916669249534607,,,,30,,,,
,,,,0.007500000298023224,,0.24064171314239502,,0.002709447406232357,,0.20755793154239655,,,,31,,,,
,,,,0.0016666665906086564,,0.10642857849597931,,0.003736263606697321,,0.15595237910747528,,,,32,,,,
,,,,0.01780051179230213,,0.28593581914901733,,0.021845374256372452,,0.44973260164260864,,,,33,,,,
,,,,0.0004347825888544321,,0.09291666746139526,,0.004076923243701458,,0.17374999821186066,,,,34,,,,
,,,,0.012173913419246674,,0.2476811707019806,,0.011475409381091595,,0.3478260934352875,,,,35,,,,
,,,,0.021509435027837753,,0.27714285254478455,,0.008955223485827446,,0.2671428620815277,,,,36,,,,
,,,,0.011428571306169033,,0.3273611068725586,,0.006935483776032925,,0.2954166531562805,,,,37,,,,
,,,,0.0015384615398943424,,0.16682541370391846,,0.0031904764473438263,,0.1741269826889038,,,,38,,,,
,,,,0.003771929768845439,,0.30814817547798157,,0.005933806300163269,,0.3840740919113159,,,,39,,,,
1,0.062199994921684265,0.06520000100135803,0.0804000049829483,,0.2468000054359436,,0.09199999272823334,,0.2717999815940857,,,,,987,,,,
1,,,,,,,,,,,0.30792608857154846,0.005023160949349403,2.18095064163208,987,4.354877948760986,,4.31023645401001,
2,,,,,,,,,,,,,,999,,4.191527366638184,,4.157253265380859
2,,,,,,,,,,,,,,1049,,4.247501373291016,,4.184749603271484
2,,,,,,,,,,,,,,1099,,4.073539733886719,,4.0401763916015625
2,,,,,,,,,,,,,,1149,,4.168352127075195,,4.103515625
2,,,,,,,,,,,,,,1199,,4.098282337188721,,4.046333312988281
2,,,,,,,,,,,,,,1249,,4.159768104553223,,4.098116874694824
2,,,,,,,,,,,,,,1299,,4.062217712402344,,4.028911590576172
2,,,,,,,,,,,,,,1349,,4.1546220779418945,,4.102014541625977
2,,,,,,,,,,,,,,1399,,4.031411170959473,,3.994915008544922
2,,,,,,,,,,,,,,1449,,4.045849800109863,,4.031805992126465
,,,,0.010000000707805157,,0.2133333534002304,,0.01370892021805048,,0.3733333349227905,,,,40,,,,
,,,,0.011179487220942974,,0.2726767659187317,,0.012501129880547523,,0.30828285217285156,,,,41,,,,
,,,,0.014440544880926609,,0.3861793279647827,,0.015787702053785324,,0.38148149847984314,,,,42,,,,
,,,,0.011153273284435272,,0.32180553674697876,,0.009345239028334618,,0.3386111259460449,,,,43,,,,
,,,,0.012282051146030426,,0.3507692217826843,,0.012989012524485588,,0.3394016921520233,,,,44,,,,
,,,,0.003999999724328518,,0.19296295940876007,,0.0002469135797582567,,0.13555556535720825,,,,45,,,,
,,,,0.0075132278725504875,,0.27317461371421814,,0.009170068427920341,,0.2680952548980713,,,,46,,,,
,,,,0.020188678056001663,,0.4191666841506958,,0.010591787286102772,,0.3559722304344177,,,,47,,,,
,,,,0.013166666962206364,,0.28714287281036377,,0.01724637672305107,,0.462857186794281,,,,48,,,,
,,,,0.04147448018193245,,0.5504348278045654,,0.03072463721036911,,0.5323188900947571,,,,49,,,,
,,,,0.0071929823607206345,,0.2904166579246521,,0.015362903475761414,,0.3695833384990692,,,,50,,,,
,,,,0.009696969762444496,,0.24395722150802612,,0.003266253974288702,,0.22265596687793732,,,,51,,,,
,,,,0.0027891157660633326,,0.17428570985794067,,0.004326530732214451,,0.1971428543329239,,,,52,,,,
,,,,0.016005834564566612,,0.28688058257102966,,0.017505506053566933,,0.36301249265670776,,,,53,,,,
,,,,0.003771186573430896,,0.17249998450279236,,0.005955882836133242,,0.25083333253860474,,,,54,,,,
,,,,0.011578947305679321,,0.3528985381126404,,0.014492753893136978,,0.401159405708313,,,,55,,,,
,,,,0.004333333112299442,,0.28714287281036377,,0.012328767217695713,,0.31714287400245667,,,,56,,,,
,,,,0.01772988587617874,,0.4280555546283722,,0.009823232889175415,,0.3618055582046509,,,,57,,,,
,,,,0.01714285835623741,,0.3831745982170105,,0.006679035257548094,,0.3028571605682373,,,,58,,,,
,,,,0.005984848365187645,,0.3633333146572113,,0.0035256410483270884,,0.43222224712371826,,,,59,,,,
2,0.0828000009059906,0.09299999475479126,0.11740000545978546,,0.3176000118255615,,0.12139999866485596,,0.3240000009536743,,,,,1481,,,,
2,,,,,,,,,,,0.2638518810272217,0.004341155290603638,1.6868990659713745,1481,4.125930309295654,,4.0737833976745605,
3,,,,,,,,,,,,,,1499,,3.9730043411254883,,3.902914047241211
3,,,,,,,,,,,,,,1549,,4.032083511352539,,3.991884231567383
3,,,,,,,,,,,,,,1599,,3.8968124389648438,,3.8678665161132812
3,,,,,,,,,,,,,,1649,,3.9952945709228516,,3.924557685852051
3,,,,,,,,,,,,,,1699,,3.935357093811035,,3.8919076919555664
3,,,,,,,,,,,,,,1749,,3.909820556640625,,3.8411941528320312
3,,,,,,,,,,,,,,1799,,4.117069244384766,,3.9384193420410156
3,,,,,,,,,,,,,,1849,,3.8968048095703125,,3.8943862915039062
3,,,,,,,,,,,,,,1899,,3.8123655319213867,,3.85060977935791
3,,,,,,,,,,,,,,1949,,3.9356160163879395,,3.8379344940185547
,,,,0.00800000037997961,,0.38999998569488525,,0.016041666269302368,,0.41333332657814026,,,,60,,,,
,,,,0.008349650539457798,,0.2580808103084564,,0.01583549752831459,,0.41237372159957886,,,,61,,,,
,,,,0.009971224702894688,,0.35633528232574463,,0.014772962778806686,,0.4346393644809723,,,,62,,,,
,,,,0.01356557384133339,,0.324097216129303,,0.01723651960492134,,0.42770832777023315,,,,63,,,,
,,,,0.02153846248984337,,0.412393182516098,,0.016796628013253212,,0.37581199407577515,,,,64,,,,
,,,,0.002769230864942074,,0.17092591524124146,,0.001577503513544798,,0.1527777761220932,,,,65,,,,
,,,,0.006046175956726074,,0.31936508417129517,,0.010615873150527477,,0.369523823261261,,,,66,,,,
,,,,0.016095679253339767,,0.40513890981674194,,0.01287439651787281,,0.49138885736465454,,,,67,,,,
,,,,0.017301587387919426,,0.4471428692340851,,0.021351352334022522,,0.5057142972946167,,,,68,,,,
,,,,0.02714407444000244,,0.5353623032569885,,0.02790890447795391,,0.5471014380455017,,,,69,,,,
,,,,0.019363636150956154,,0.4520833492279053,,0.012397260405123234,,0.4516666829586029,,,,70,,,,
,,,,0.008272059261798859,,0.3635650873184204,,0.00795399583876133,,0.30406418442726135,,,,71,,,,
,,,,0.003809523768723011,,0.18333333730697632,,0.002949907211586833,,0.19904762506484985,,,,72,,,,
,,,,0.017774295061826706,,0.3586452901363373,,0.015224242582917213,,0.38607844710350037,,,,73,,,,
,,,,0.005289855413138866,,0.16375000774860382,,0.005194805096834898,,0.2683333456516266,,,,74,,,,
,,,,0.016428571194410324,,0.4117391109466553,,0.01645161211490631,,0.4072463810443878,,,,75,,,,
,,,,0.018666667863726616,,0.3085714280605316,,0.012702703475952148,,0.3442857265472412,,,,76,,,,
,,,,0.026545139029622078,,0.4791666865348816,,0.007669081911444664,,0.41972219944000244,,,,77,,,,
,,,,0.014787879772484303,,0.3534920811653137,,0.008975864388048649,,0.32428571581840515,,,,78,,,,
,,,,0.011111111380159855,,0.48629629611968994,,0.005403050221502781,,0.3700000047683716,,,,79,,,,
3,0.09699999541044235,0.10180000215768814,0.13740000128746033,,0.36320000886917114,,0.14579999446868896,,0.3702000081539154,,,,,1975,,,,
3,,,,,,,,,,,0.23069703578948975,0.0038628142792731524,1.465683937072754,1975,3.9053282737731934,,3.869568347930908,
4,,,,,,,,,,,,,,1999,,3.8153107166290283,,3.801142454147339
4,,,,,,,,,,,,,,2049,,3.6985511779785156,,3.6613950729370117
4,,,,,,,,,,,,,,2099,,3.7945799827575684,,3.7706727981567383
4,,,,,,,,,,,,,,2149,,3.809630870819092,,3.7900302410125732
4,,,,,,,,,,,,,,2199,,3.6110754013061523,,3.607182025909424
4,,,,,,,,,,,,,,2249,,3.6992297172546387,,3.664243698120117
4,,,,,,,,,,,,,,2299,,3.60910701751709,,3.5495104789733887
4,,,,,,,,,,,,,,2349,,3.6386404037475586,,3.6620590686798096
4,,,,,,,,,,,,,,2399,,3.6796226501464844,,3.667609214782715
4,,,,,,,,,,,,,,2449,,3.6983933448791504,,3.5940327644348145
,,,,0.005625000223517418,,0.3444444537162781,,0.00712328776717186,,0.3700000047683716,,,,80,,,,
,,,,0.024912280961871147,,0.48151516914367676,,0.01981634646654129,,0.4294949769973755,,,,81,,,,
,,,,0.03098997473716736,,0.5718908309936523,,0.01940980739891529,,0.4960038661956787,,,,82,,,,
,,,,0.014071037992835045,,0.4102083444595337,,0.014696428552269936,,0.4099305272102356,,,,83,,,,
,,,,0.014282051473855972,,0.3620512783527374,,0.013501932844519615,,0.33880341053009033,,,,84,,,,
,,,,0.0031884056515991688,,0.18000000715255737,,0.0015789472963660955,,0.16722223162651062,,,,85,,,,
,,,,0.013563217595219612,,0.387460321187973,,0.01010060403496027,,0.359682559967041,,,,86,,,,
,,,,0.01647222228348255,,0.4186111092567444,,0.02018817327916622,,0.44958335161209106,,,,87,,,,
,,,,0.020447760820388794,,0.5299999713897705,,0.026901407167315483,,0.5314285755157471,,,,88,,,,
,,,,0.03037375956773758,,0.5486956834793091,,0.03199705481529236,,0.555362343788147,,,,89,,,,
,,,,0.021693548187613487,,0.46916666626930237,,0.01878787949681282,,0.47833332419395447,,,,90,,,,
,,,,0.006107954308390617,,0.3028520345687866,,0.009230541065335274,,0.35545453429222107,,,,91,,,,
,,,,0.0054244305938482285,,0.26357144117355347,,0.0047857146710157394,,0.22904762625694275,,,,92,,,,
,,,,0.019970674067735672,,0.4918716549873352,,0.0157160647213459,,0.46926915645599365,,,,93,,,,
,,,,0.0062109376303851604,,0.2529166638851166,,0.008664383552968502,,0.2683333456516266,,,,94,,,,
,,,,0.019999999552965164,,0.4105796813964844,,0.01606060564517975,,0.4095652103424072,,,,95,,,,
,,,,0.018437501043081284,,0.3257142901420593,,0.014166666194796562,,0.35428571701049805,,,,96,,,,
,,,,0.020223213359713554,,0.5012500286102295,,0.011547618545591831,,0.4786111116409302,,,,97,,,,
,,,,0.009765684604644775,,0.30523809790611267,,0.012313883751630783,,0.408730149269104,,,,98,,,,
,,,,0.006799999624490738,,0.3037037253379822,,0.004360586870461702,,0.3466666638851166,,,,99,,,,
4,0.11999999731779099,0.11959999799728394,0.1597999930381775,,0.4016000032424927,,0.16060000658035278,,0.3906000256538391,,,,,2469,,,,
4,,,,,,,,,,,0.20746304094791412,0.0035600517876446247,1.3197747468948364,2469,3.720566511154175,,3.6863696575164795,
5,,,,,,,,,,,,,,2499,,3.643167018890381,,3.5207672119140625
5,,,,,,,,,,,,,,2549,,3.696168899536133,,3.6459908485412598
5,,,,,,,,,,,,,,2599,,3.5306396484375,,3.478501319885254
5,,,,,,,,,,,,,,2649,,3.547759771347046,,3.551240921020508
5,,,,,,,,,,,,,,2699,,3.6331772804260254,,3.6325693130493164
5,,,,,,,,,,,,,,2749,,3.7044997215270996,,3.663796901702881
5,,,,,,,,,,,,,,2799,,3.476677656173706,,3.4962759017944336
5,,,,,,,,,,,,,,2849,,3.575186252593994,,3.5685739517211914
5,,,,,,,,,,,,,,2899,,3.5490362644195557,,3.5783395767211914
5,,,,,,,,,,,,,,2949,,3.493563175201416,,3.4512453079223633
,,,,0.018358973786234856,,0.46444445848464966,,0.020277777686715126,,0.5011110901832581,,,,100,,,,
,,,,0.02404662035405636,,0.5207575559616089,,0.018791763111948967,,0.46641412377357483,,,,101,,,,
,,,,0.017522267997264862,,0.4559064209461212,,0.014326704666018486,,0.4560818672180176,,,,102,,,,
,,,,0.017536764964461327,,0.46409720182418823,,0.012174657545983791,,0.4233333468437195,,,,103,,,,
,,,,0.01836492121219635,,0.44324785470962524,,0.019487179815769196,,0.47059834003448486,,,,104,,,,
,,,,0.008648648858070374,,0.2988888919353485,,0.006696696858853102,,0.27222222089767456,,,,105,,,,
,,,,0.008771929889917374,,0.37936508655548096,,0.01236734725534916,,0.44380950927734375,,,,106,,,,
,,,,0.012552083469927311,,0.3983333110809326,,0.011049783788621426,,0.41555553674697876,,,,107,,,,
,,,,0.027812501415610313,,0.5071428418159485,,0.03164178878068924,,0.5371428728103638,,,,108,,,,
,,,,0.03818459063768387,,0.5501449108123779,,0.038806188851594925,,0.5786956548690796,,,,109,,,,
,,,,0.0210447758436203,,0.5183333158493042,,0.019963767379522324,,0.5083333253860474,,,,110,,,,
,,,,0.01146390475332737,,0.4400356411933899,,0.008289523422718048,,0.39160430431365967,,,,111,,,,
,,,,0.01006036251783371,,0.2849999964237213,,0.009186508134007454,,0.28761905431747437,,,,112,,,,
,,,,0.01972092315554619,,0.45221030712127686,,0.02139037474989891,,0.44221031665802,,,,113,,,,
,,,,0.010445205494761467,,0.3141666650772095,,0.011883117258548737,,0.382916659116745,,,,114,,,,
,,,,0.019130434840917587,,0.4595652222633362,,0.018108107149600983,,0.49623191356658936,,,,115,,,,
,,,,0.025970149785280228,,0.35428571701049805,,0.014545454643666744,,0.3742856979370117,,,,116,,,,
,,,,0.01847953349351883,,0.5054166316986084,,0.010786385275423527,,0.5252777338027954,,,,117,,,,
,,,,0.01822660118341446,,0.4938095211982727,,0.014712153933942318,,0.4000000059604645,,,,118,,,,
,,,,0.012946860864758492,,0.46851852536201477,,0.010231481865048409,,0.4640740752220154,,,,119,,,,
5,0.14160001277923584,0.13940000534057617,0.19780001044273376,,0.4472000002861023,,0.18799999356269836,,0.44300001859664917,,,,,2963,,,,
5,,,,,,,,,,,0.1908082515001297,0.0036611880641430616,1.1991159915924072,2963,3.56500244140625,,3.5361080169677734,
6,,,,,,,,,,,,,,2999,,3.486668109893799,,3.452512741088867
6,,,,,,,,,,,,,,3049,,3.488219976425171,,3.4883804321289062
6,,,,,,,,,,,,,,3099,,3.4990859031677246,,3.464137077331543
6,,,,,,,,,,,,,,3149,,3.570333480834961,,3.5473618507385254
6,,,,,,,,,,,,,,3199,,3.5121936798095703,,3.4961020946502686
6,,,,,,,,,,,,,,3249,,3.5671348571777344,,3.542623996734619
6,,,,,,,,,,,,,,3299,,3.418874740600586,,3.4584522247314453
6,,,,,,,,,,,,,,3349,,3.3519222736358643,,3.3818154335021973
6,,,,,,,,,,,,,,3399,,3.3953444957733154,,3.3733203411102295
6,,,,,,,,,,,,,,3449,,3.2560243606567383,,3.18780517578125
,,,,0.020919539034366608,,0.47777777910232544,,0.020430106669664383,,0.5344444513320923,,,,120,,,,
,,,,0.023385416716337204,,0.44363635778427124,,0.02154461294412613,,0.4675252437591553,,,,121,,,,
,,,,0.02390722557902336,,0.49654969573020935,,0.021777130663394928,,0.5006822943687439,,,,122,,,,
,,,,0.020963113754987717,,0.48576387763023376,,0.017286185175180435,,0.5143055319786072,,,,123,,,,
,,,,0.023771710693836212,,0.5343589782714844,,0.018752392381429672,,0.5270940065383911,,,,124,,,,
,,,,0.010119657963514328,,0.2559259533882141,,0.0067750681191682816,,0.30129629373550415,,,,125,,,,
,,,,0.012743763625621796,,0.4638095200061798,,0.011137565597891808,,0.4677777886390686,,,,126,,,,
,,,,0.02306060492992401,,0.47333329916000366,,0.016388889402151108,,0.43888887763023376,,,,127,,,,
,,,,0.022608695551753044,,0.5228571891784668,,0.019610390067100525,,0.5271428823471069,,,,128,,,,
,,,,0.040180474519729614,,0.6217391490936279,,0.0305329579859972,,0.5965217351913452,,,,129,,,,
,,,,0.03199218586087227,,0.6312499642372131,,0.029062500223517418,,0.59416663646698,,,,130,,,,
,,,,0.0076286764815449715,,0.3737789988517761,,0.009889902547001839,,0.45101606845855713,,,,131,,,,
,,,,0.009339019656181335,,0.3102380931377411,,0.004991394467651844,,0.2964285612106323,,,,132,,,,
,,,,0.03143196552991867,,0.5560961961746216,,0.022601397708058357,,0.4875400960445404,,,,133,,,,
,,,,0.0064583332277834415,,0.3345833420753479,,0.008196203038096428,,0.40583333373069763,,,,134,,,,
,,,,0.022499999031424522,,0.46985507011413574,,0.017832042649388313,,0.46710145473480225,,,,135,,,,
,,,,0.01507246308028698,,0.331428587436676,,0.014430379495024681,,0.35999998450279236,,,,136,,,,
,,,,0.015084746293723583,,0.4630555510520935,,0.014638157561421394,,0.4947221875190735,,,,137,,,,
,,,,0.008329779841005802,,0.35158729553222656,,0.011205936782062054,,0.4222222566604614,,,,138,,,,
,,,,0.007294686045497656,,0.4125925898551941,,0.010946501977741718,,0.45777779817581177,,,,139,,,,
6,0.1371999979019165,0.1509999930858612,0.1955999881029129,,0.4559999704360962,,0.19859999418258667,,0.4684000015258789,,,,,3457,,,,
6,,,,,,,,,,,0.17988397181034088,0.003626138437539339,1.1260477304458618,3457,3.4409496784210205,,3.423408269882202,
7,,,,,,,,,,,,,,3499,,3.4944801330566406,,3.4284300804138184
7,,,,,,,,,,,,,,3549,,3.386296510696411,,3.3050076961517334
7,,,,,,,,,,,,,,3599,,3.389479398727417,,3.363234043121338
7,,,,,,,,,,,,,,3649,,3.310173511505127,,3.2828197479248047
7,,,,,,,,,,,,,,3699,,3.2914512157440186,,3.253960132598877
7,,,,,,,,,,,,,,3749,,3.4533262252807617,,3.3552627563476562
7,,,,,,,,,,,,,,3799,,3.3611996173858643,,3.268721103668213
7,,,,,,,,,,,,,,3849,,3.260371208190918,,3.2118866443634033
7,,,,,,,,,,,,,,3899,,3.4155707359313965,,3.463214874267578
7,,,,,,,,,,,,,,3949,,3.2853617668151855,,3.200592041015625
,,,,0.009945355355739594,,0.3866666555404663,,0.012270531617105007,,0.4677777886390686,,,,140,,,,
,,,,0.02913752757012844,,0.5179798007011414,,0.02470337226986885,,0.47363635897636414,,,,141,,,,
,,,,0.025389399379491806,,0.5216959118843079,,0.023095516487956047,,0.5194151997566223,,,,142,,,,
,,,,0.020298507064580917,,0.5050694346427917,,0.018100649118423462,,0.523194432258606,,,,143,,,,
,,,,0.019700197502970695,,0.508888840675354,,0.019230768084526062,,0.46367523074150085,,,,144,,,,
,,,,0.010846560820937157,,0.3964814841747284,,0.007865496911108494,,0.31333333253860474,,,,145,,,,
,,,,0.017844609916210175,,0.5446032285690308,,0.015510204248130322,,0.48825398087501526,,,,146,,,,
,,,,0.031034482643008232,,0.5559722185134888,,0.01987288147211075,,0.48652777075767517,,,,147,,,,
,,,,0.028749998658895493,,0.4828571379184723,,0.0169014073908329,,0.5042856931686401,,,,148,,,,
,,,,0.025496307760477066,,0.558405876159668,,0.02692846953868866,,0.6026087403297424,,,,149,,,,
,,,,0.026967212557792664,,0.6362500190734863,,0.023224636912345886,,0.5758333206176758,,,,150,,,,
,,,,0.014482008293271065,,0.45839571952819824,,0.014221256598830223,,0.453172892332077,,,,151,,,,
,,,,0.014948240481317043,,0.3811904788017273,,0.007763158064335585,,0.3042857050895691,,,,152,,,,
,,,,0.025073733180761337,,0.4715329706668854,,0.020054209977388382,,0.4563814699649811,,,,153,,,,
,,,,0.009691780433058739,,0.33666667342185974,,0.00984177179634571,,0.39750000834465027,,,,154,,,,
,,,,0.02477523870766163,,0.5340579748153687,,0.02286684885621071,,0.5123188495635986,,,,155,,,,
,,,,0.027936508879065514,,0.37142854928970337,,0.01805194839835167,,0.33571428060531616,,,,156,,,,
,,,,0.021321838721632957,,0.5356944799423218,,0.020619047805666924,,0.5520833134651184,,,,157,,,,
,,,,0.009956710040569305,,0.3315873146057129,,0.009354207664728165,,0.42079365253448486,,,,158,,,,
,,,,0.014829931780695915,,0.5018518567085266,,0.008492063730955124,,0.4592592716217041,,,,159,,,,
7,0.1565999984741211,0.16259999573230743,0.21000000834465027,,0.48100000619888306,,0.2053999900817871,,0.4733999967575073,,,,,3951,,,,
7,,,,,,,,,,,0.171320840716362,0.0036705092061311007,1.084084153175354,3951,3.3423285484313965,,3.3248252868652344,
8,,,,,,,,,,,,,,3999,,3.167623996734619,,3.2024357318878174
8,,,,,,,,,,,,,,4049,,3.411806106567383,,3.416884422302246
8,,,,,,,,,,,,,,4099,,3.4014151096343994,,3.3715996742248535
8,,,,,,,,,,,,,,4149,,3.3323936462402344,,3.3263916969299316
8,,,,,,,,,,,,,,4199,,3.3238954544067383,,3.3095054626464844
8,,,,,,,,,,,,,,4249,,3.1191859245300293,,3.140021800994873
8,,,,,,,,,,,,,,4299,,3.2429678440093994,,3.2148451805114746
8,,,,,,,,,,,,,,4349,,3.2948079109191895,,3.2269229888916016
8,,,,,,,,,,,,,,4399,,3.042356252670288,,2.9940452575683594
,,,,0.017401130869984627,,0.5,,0.02370370365679264,,0.554444432258606,,,,160,,,,
,,,,0.03558867424726486,,0.5970202088356018,,0.029435263946652412,,0.5441918969154358,,,,161,,,,
,,,,0.03630994260311127,,0.6103508472442627,,0.028188759461045265,,0.5868811011314392,,,,162,,,,
,,,,0.025952380150556564,,0.545555591583252,,0.01799578219652176,,0.5302777886390686,,,,163,,,,
,,,,0.026608768850564957,,0.5209401845932007,,0.016403326764702797,,0.44324788451194763,,,,164,,,,
,,,,0.010705467313528061,,0.3668518662452698,,0.007348147686570883,,0.37222224473953247,,,,165,,,,
,,,,0.021756978705525398,,0.5593650341033936,,0.01321261003613472,,0.5055555701255798,,,,166,,,,
,,,,0.030282486230134964,,0.554027795791626,,0.02302238717675209,,0.49027779698371887,,,,167,,,,
,,,,0.02788732387125492,,0.5071428418159485,,0.030675675719976425,,0.5914285778999329,,,,168,,,,
,,,,0.03423341363668442,,0.6047825813293457,,0.03960869461297989,,0.6565217971801758,,,,169,,,,
,,,,0.026397060602903366,,0.5525000095367432,,0.026654928922653198,,0.5812499523162842,,,,170,,,,
,,,,0.009318968281149864,,0.42292335629463196,,0.010914952494204044,,0.4763636291027069,,,,171,,,,
,,,,0.008908730931580067,,0.346190482378006,,0.00851271953433752,,0.31809526681900024,,,,172,,,,
,,,,0.032992925494909286,,0.6524599194526672,,0.0226301122456789,,0.5391265749931335,,,,173,,,,
,,,,0.010316901840269566,,0.30958330631256104,,0.008218750357627869,,0.43666666746139526,,,,174,,,,
,,,,0.02495388686656952,,0.5869565010070801,,0.02031727507710457,,0.5368115901947021,,,,175,,,,
