epoch,eval/knn_probe_accuracy,eval/linear_probe_top1_epoch,eval/linear_probe_top1_step,eval/linear_probe_top5_epoch,eval/linear_probe_top5_step,fit/inv_loss_epoch,fit/inv_loss_step,fit/loss_epoch,fit/loss_step,fit/reg_loss_epoch,fit/reg_loss_step,step,train/linear_probe_loss_epoch,train/linear_probe_loss_step
,,,0.06921768933534622,,0.19930124282836914,,,,,,,76,,
,,,0.07789473980665207,,0.26218339800834656,,,,,,,77,,
,,,0.06319444626569748,,0.21781913936138153,,,,,,,78,,
,,,0.0416666679084301,,0.2666666805744171,,,,,,,79,,
1,0.05559999495744705,0.06949999928474426,,0.23600000143051147,,,,,,,,389,,
1,,,,,,0.5875150561332703,,1.4772827625274658,,18.38285255432129,,389,4.338830471038818,
2,,,,,,,0.6050654649734497,,1.2335035800933838,,13.171875,399,,4.220212936401367
2,,,,,,,0.7109349966049194,,1.233981966972351,,11.171875,449,,4.207653045654297
2,,,,,,,0.678236186504364,,1.1799688339233398,,10.7109375,499,,4.1858673095703125
2,,,,,,,0.6567777395248413,,1.091468095779419,,9.3515625,549,,4.096893310546875
,,,0.12681704759597778,,0.28026455640792847,,,,,,,80,,
,,,0.09329445660114288,,0.2573499083518982,,,,,,,81,,
,,,0.11350487172603607,,0.29260581731796265,,,,,,,82,,
,,,0.0692194402217865,,0.2801165282726288,,,,,,,83,,
,,,0.08888889849185944,,0.26873522996902466,,,,,,,84,,
,,,0.08469387888908386,,0.2756554186344147,,,,,,,85,,
,,,0.0766322985291481,,0.2523057758808136,,,,,,,86,,
,,,0.09513889253139496,,0.2952631711959839,,,,,,,87,,
,,,0.07795138657093048,,0.24893617630004883,,,,,,,88,,
,,,0.08528368175029755,,0.30897438526153564,,,,,,,89,,
,,,0.06933917105197906,,0.24546605348587036,,,,,,,90,,
,,,0.07048611342906952,,0.25797104835510254,,,,,,,91,,
,,,0.0721726194024086,,0.3281314969062805,,,,,,,92,,
,,,0.06899641454219818,,0.2756554186344147,,,,,,,93,,
,,,0.07220602035522461,,0.33174604177474976,,,,,,,94,,
,,,0.09536083042621613,,0.28006869554519653,,,,,,,95,,
,,,0.08641605079174042,,0.2948284447193146,,,,,,,96,,
,,,0.10537824779748917,,0.26938533782958984,,,,,,,97,,
,,,0.06875000149011612,,0.25238096714019775,,,,,,,98,,
,,,0.0829613134264946,,0.3274725377559662,,,,,,,99,,
,,,0.06961806118488312,,0.27728626132011414,,,,,,,100,,
,,,0.11388888955116272,,0.3020516633987427,,,,,,,101,,
,,,0.07319587469100952,,0.24462366104125977,,,,,,,102,,
,,,0.08030302822589874,,0.2970602512359619,,,,,,,103,,
,,,0.11401571333408356,,0.29759401082992554,,,,,,,104,,
,,,0.09536083042621613,,0.2570175528526306,,,,,,,105,,
,,,0.0962962955236435,,0.3043859899044037,,,,,,,106,,
,,,0.08900463581085205,,0.28864991664886475,,,,,,,107,,
,,,0.0771929919719696,,0.27637162804603577,,,,,,,108,,
,,,0.11219930648803711,,0.24427086114883423,,,,,,,109,,
,,,0.08090278506278992,,0.23035714030265808,,,,,,,110,,
,,,0.0589473694562912,,0.23362115025520325,,,,,,,111,,
,,,0.09192439913749695,,0.282396137714386,,,,,,,112,,
,,,0.07978620380163193,,0.3109623193740845,,,,,,,113,,
,,,0.07044673711061478,,0.28387096524238586,,,,,,,114,,
,,,0.078125,,0.2719202935695648,,,,,,,115,,
,,,0.04853670671582222,,0.25988614559173584,,,,,,,116,,
,,,0.08578869700431824,,0.3035207688808441,,,,,,,117,,
,,,0.08161512017250061,,0.2923758924007416,,,,,,,118,,
,,,0.03999999910593033,,0.2666666805744171,,,,,,,119,,
2,0.06909999996423721,0.0893000066280365,,0.2791000008583069,,,,,,,,584,,
2,,,,,,0.6463592648506165,,1.1534967422485352,,10.789022445678711,,584,4.219003200531006,
3,,,,,,,0.7079421281814575,,1.1229844093322754,,9.0078125,599,,4.2006683349609375
3,,,,,,,0.6516573429107666,,1.0553537607192993,,8.7265625,649,,4.250102996826172
3,,,,,,,0.6505067944526672,,1.0293583869934082,,8.2265625,699,,4.1319732666015625
3,,,,,,,0.6216533780097961,,0.9792425632476807,,7.7734375,749,,4.086980819702148
,,,0.09095238149166107,,0.3117460310459137,,,,,,,120,,
,,,0.09839650243520737,,0.3023033142089844,,,,,,,121,,
,,,0.144937202334404,,0.28429895639419556,,,,,,,122,,
,,,0.11818850785493851,,0.30347010493278503,,,,,,,123,,
,,,0.11162656545639038,,0.32494091987609863,,,,,,,124,,
,,,0.0850694477558136,,0.309831440448761,,,,,,,125,,
,,,0.07896415889263153,,0.3014536499977112,,,,,,,126,,
,,,0.11736111342906952,,0.32087719440460205,,,,,,,127,,
,,,0.09829932451248169,,0.3267730474472046,,,,,,,128,,
,,,0.08210526406764984,,0.37445056438446045,,,,,,,129,,
,,,0.08680952340364456,,0.3056737780570984,,,,,,,130,,
,,,0.09878472983837128,,0.29981884360313416,,,,,,,131,,
,,,0.09194894134998322,,0.32787269353866577,,,,,,,132,,
,,,0.0835106372833252,,0.30449438095092773,,,,,,,133,,
,,,0.10971817374229431,,0.3605222702026367,,,,,,,134,,
,,,0.09764309227466583,,0.3479381203651428,,,,,,,135,,
,,,0.13621032238006592,,0.3479006886482239,,,,,,,136,,
,,,0.08465062826871872,,0.31105199456214905,,,,,,,137,,
,,,0.13776595890522003,,0.3421245813369751,,,,,,,138,,
,,,0.11531664431095123,,0.32195186614990234,,,,,,,139,,
,,,0.08176691830158234,,0.24510280787944794,,,,,,,140,,
,,,0.1159793883562088,,0.317920446395874,,,,,,,141,,
,,,0.118055559694767,,0.291218638420105,,,,,,,142,,
,,,0.12073111534118652,,0.3516520857810974,,,,,,,143,,
,,,0.14253473281860352,,0.334674209356308,,,,,,,144,,
,,,0.10799320042133331,,0.2778947353363037,,,,,,,145,,
,,,0.08148148655891418,,0.3154385983943939,,,,,,,146,,
,,,0.0891752541065216,,0.3458184003829956,,,,,,,147,,
,,,0.12145337462425232,,0.3120082914829254,,,,,,,148,,
,,,0.12329931557178497,,0.3020833432674408,,,,,,,149,,
,,,0.09184028208255768,,0.28822463750839233,,,,,,,150,,
,,,0.09774305671453476,,0.29794609546661377,,,,,,,151,,
,,,0.08623512089252472,,0.3339918851852417,,,,,,,152,,
,,,0.12309768795967102,,0.34414684772491455,,,,,,,153,,
,,,0.12315789610147476,,0.3385304808616638,,,,,,,154,,
,,,0.1101374551653862,,0.3125905990600586,,,,,,,155,,
,,,0.0774914026260376,,0.3166666626930237,,,,,,,156,,
,,,0.1242559552192688,,0.3572695255279541,,,,,,,157,,
,,,0.06969697028398514,,0.2946808338165283,,,,,,,158,,
,,,0.09090909361839294,,0.30000001192092896,,,,,,,159,,
3,0.09059999883174896,0.1096000075340271,,0.3180999755859375,,,,,,,,779,,
3,,,,,,0.6498596668243408,,1.0215976238250732,,8.084575653076172,,779,4.104991436004639,
4,,,,,,,0.6525593996047974,,0.9795505404472351,,7.19140625,799,,3.9350719451904297
4,,,,,,,0.627842903137207,,0.9553374648094177,,7.1796875,849,,4.024174690246582
4,,,,,,,0.7023331522941589,,1.0104782581329346,,6.86328125,899,,3.955094337463379
4,,,,,,,0.6577351093292236,,0.9788522720336914,,7.08203125,949,,4.068080902099609
,,,0.12531328201293945,,0.3466402292251587,,,,,,,160,,
,,,0.1239795982837677,,0.31260353326797485,,,,,,,161,,
,,,0.09402255713939667,,0.25186508893966675,,,,,,,162,,
,,,0.09584548324346542,,0.31248733401298523,,,,,,,163,,
,,,0.10750286281108856,,0.33209219574928284,,,,,,,164,,
,,,0.0902777761220932,,0.35964420437812805,,,,,,,165,,
,,,0.09218373894691467,,0.29528823494911194,,,,,,,166,,
,,,0.1270408183336258,,0.33350878953933716,,,,,,,167,,
,,,0.10000000894069672,,0.3090425431728363,,,,,,,168,,
,,,0.11205673217773438,,0.3836996555328369,,,,,,,169,,
,,,0.1025238111615181,,0.30582571029663086,,,,,,,170,,
,,,0.10606060922145844,,0.3659420311450958,,,,,,,171,,
,,,0.09720176458358765,,0.3334886431694031,,,,,,,172,,
,,,0.08385416865348816,,0.33164793252944946,,,,,,,173,,
,,,0.09418261796236038,,0.37503841519355774,,,,,,,174,,
,,,0.11598639190196991,,0.31477659940719604,,,,,,,175,,
,,,0.14873512089252472,,0.375268816947937,,,,,,,176,,
,,,0.14719358086585999,,0.32186758518218994,,,,,,,177,,
,,,0.10225695371627808,,0.3369353413581848,,,,,,,178,,
,,,0.13278770446777344,,0.32370489835739136,,,,,,,179,,
,,,0.10773183405399323,,0.2535443603992462,,,,,,,180,,
,,,0.1070699691772461,,0.3223530948162079,,,,,,,181,,
,,,0.11354166269302368,,0.3094981908798218,,,,,,,182,,
,,,0.11043771356344223,,0.3361515998840332,,,,,,,183,,
,,,0.11941579729318619,,0.3287844955921173,,,,,,,184,,
,,,0.09006734192371368,,0.30298247933387756,,,,,,,185,,
,,,0.11783333122730255,,0.3612280786037445,,,,,,,186,,
,,,0.11564625799655914,,0.3567503094673157,,,,,,,187,,
,,,0.08811953663825989,,0.32820913195610046,,,,,,,188,,
,,,0.09217686951160431,,0.2897569537162781,,,,,,,189,,
,,,0.08905724436044693,,0.29032090306282043,,,,,,,190,,
,,,0.0954861119389534,,0.32399266958236694,,,,,,,191,,
,,,0.12191948294639587,,0.3152988851070404,,,,,,,192,,
,,,0.11226551234722137,,0.3579612970352173,,,,,,,193,,
,,,0.13245615363121033,,0.3534049987792969,,,,,,,194,,
,,,0.09098639339208603,,0.30680641531944275,,,,,,,195,,
,,,0.1072164922952652,,0.35336440801620483,,,,,,,196,,
,,,0.14097222685813904,,0.3514944314956665,,,,,,,197,,
,,,0.12057823687791824,,0.346808522939682,,,,,,,198,,
,,,0.03703703731298447,,0.2666666805744171,,,,,,,199,,
4,0.09149999916553497,0.11720000207424164,,0.3296000063419342,,,,,,,,974,,
4,,,,,,0.6423994898796082,,0.9642559289932251,,7.079367160797119,,974,4.018631458282471,
5,,,,,,,0.627507746219635,,0.9122944474220276,,6.32421875,999,,3.964578151702881
5,,,,,,,0.5806995630264282,,0.8724653720855713,,6.4140625,1049,,3.8565673828125
5,,,,,,,0.5696697235107422,,0.8527096509933472,,6.23046875,1099,,4.0078935623168945
5,,,,,,,0.6463216543197632,,0.9514079093933105,,6.75,1149,,3.971491813659668
,,,0.11502209305763245,,0.3678571581840515,,,,,,,200,,
,,,0.09948979318141937,,0.38071948289871216,,,,,,,201,,
,,,0.0896240621805191,,0.35226190090179443,,,,,,,202,,
,,,0.10783013701438904,,0.4208206534385681,,,,,,,203,,
,,,0.12800687551498413,,0.354137122631073,,,,,,,204,,
,,,0.11840278655290604,,0.38576778769493103,,,,,,,205,,
,,,0.10687284916639328,,0.3846867084503174,,,,,,,206,,
,,,0.12457044422626495,,0.40421056747436523,,,,,,,207,,
,,,0.10868056118488312,,0.37510132789611816,,,,,,,208,,
,,,0.13675439357757568,,0.41611725091934204,,,,,,,209,,
,,,0.12457142770290375,,0.33209219574928284,,,,,,,210,,
,,,0.1093750074505806,,0.4001811742782593,,,,,,,211,,
,,,0.11789396405220032,,0.36946171522140503,,,,,,,212,,
,,,0.10035841912031174,,0.3207865059375763,,,,,,,213,,
,,,0.12433332204818726,,0.39651817083358765,,,,,,,214,,
,,,0.12457912415266037,,0.34999996423721313,,,,,,,215,,
,,,0.15666666626930237,,0.41205838322639465,,,,,,,216,,
,,,0.1170068010687828,,0.34810876846313477,,,,,,,217,,
,,,0.09863946586847305,,0.3660562038421631,,,,,,,218,,
,,,0.10807560384273529,,0.3470434546470642,,,,,,,219,,
,,,0.1321687400341034,,0.3202110528945923,,,,,,,220,,
,,,0.1278739869594574,,0.38573959469795227,,,,,,,221,,
,,,0.12250858545303345,,0.3397849202156067,,,,,,,222,,
,,,0.13469047844409943,,0.37888723611831665,,,,,,,223,,
,,,0.1732940524816513,,0.3912782371044159,,,,,,,224,,
,,,0.14914965629577637,,0.34877192974090576,,,,,,,225,,
,,,0.14149659872055054,,0.4038596749305725,,,,,,,226,,
,,,0.1301346719264984,,0.40424132347106934,,,,,,,227,,
,,,0.1154148206114769,,0.38574016094207764,,,,,,,228,,
,,,0.10986395180225372,,0.28697919845581055,,,,,,,229,,
,,,0.09879724681377411,,0.337525874376297,,,,,,,230,,
,,,0.07363945990800858,,0.33857929706573486,,,,,,,231,,
,,,0.14810995757579803,,0.3554458022117615,,,,,,,232,,
,,,0.15133625268936157,,0.4267609119415283,,,,,,,233,,
,,,0.13767361640930176,,0.37365591526031494,,,,,,,234,,
,,,0.10697279125452042,,0.32166147232055664,,,,,,,235,,
,,,0.11481481790542603,,0.3511905074119568,,,,,,,236,,
,,,0.13058418035507202,,0.418059766292572,,,,,,,237,,
,,,0.12363946437835693,,0.3715425431728363,,,,,,,238,,
,,,0.1041666716337204,,0.36666667461395264,,,,,,,239,,
5,0.10160000622272491,0.12950000166893005,,0.3714999854564667,,,,,,,,1169,,
5,,,,,,0.6182528138160706,,0.9143218398094177,,6.5396833419799805,,1169,3.9394731521606445,
6,,,,,,,0.6591655015945435,,0.9452990293502808,,6.3828125,1199,,3.9264636039733887
6,,,,,,,0.6447601318359375,,0.9318580627441406,,6.38671875,1249,,3.927720785140991
6,,,,,,,0.6338639259338379,,0.9122292995452881,,6.203125,1299,,3.9142651557922363
6,,,,,,,0.5869839787483215,,0.8508476614952087,,5.86328125,1349,,3.853241205215454
,,,0.14496241509914398,,0.39896827936172485,,,,,,,240,,
,,,0.18831613659858704,,0.4056677222251892,,,,,,,241,,
,,,0.1389656960964203,,0.34604495763778687,,,,,,,242,,
,,,0.11671526730060577,,0.33794325590133667,,,,,,,243,,
,,,0.09982992708683014,,0.35218676924705505,,,,,,,244,,
,,,0.1675257682800293,,0.3514981269836426,,,,,,,245,,
,,,0.12896016240119934,,0.40200501680374146,,,,,,,246,,
,,,0.17457044124603271,,0.4091228246688843,,,,,,,247,,
,,,0.13506944477558136,,0.3564842939376831,,,,,,,248,,
,,,0.1514756977558136,,0.452014684677124,,,,,,,249,,
,,,0.13359788060188293,,0.33895641565322876,,,,,,,250,,
,,,0.11580755561590195,,0.333695650100708,,,,,,,251,,
,,,0.1521845906972885,,0.41519150137901306,,,,,,,252,,
,,,0.10124112665653229,,0.3606741428375244,,,,,,,253,,
,,,0.18369776010513306,,0.4388376772403717,,,,,,,254,,
,,,0.1437074989080429,,0.41683846712112427,,,,,,,255,,
,,,0.1617364138364792,,0.41850996017456055,,,,,,,256,,
,,,0.1316959112882614,,0.35212767124176025,,,,,,,257,,
,,,0.09553264081478119,,0.3888278603553772,,,,,,,258,,
,,,0.12031407654285431,,0.33953431248664856,,,,,,,259,,
,,,0.11126565933227539,,0.3256223201751709,,,,,,,260,,
,,,0.12067541480064392,,0.3901469111442566,,,,,,,261,,
,,,0.12942177057266235,,0.3335125148296356,,,,,,,262,,
,,,0.10992857068777084,,0.39579689502716064,,,,,,,263,,
,,,0.17406725883483887,,0.38260653614997864,,,,,,,264,,
,,,0.1540403962135315,,0.33263158798217773,,,,,,,265,,
,,,0.16785714030265808,,0.42807018756866455,,,,,,,266,,
,,,0.16388888657093048,,0.42903226613998413,,,,,,,267,,
,,,0.11737123131752014,,0.3951604664325714,,,,,,,268,,
,,,0.16632302105426788,,0.31718751788139343,,,,,,,269,,
,,,0.1230158805847168,,0.3362577557563782,,,,,,,270,,
,,,0.12319587916135788,,0.3866562247276306,,,,,,,271,,
,,,0.12777778506278992,,0.38958966732025146,,,,,,,272,,
,,,0.17130708694458008,,0.4075397253036499,,,,,,,273,,
,,,0.1224561482667923,,0.3629032373428345,,,,,,,274,,
,,,0.1424398571252823,,0.37807971239089966,,,,,,,275,,
,,,0.12138047814369202,,0.4031832218170166,,,,,,,276,,
,,,0.16843396425247192,,0.4405268430709839,,,,,,,277,,
,,,0.1318027228116989,,0.39060282707214355,,,,,,,278,,
,,,0.07999999821186066,,0.20000001788139343,,,,,,,279,,
6,0.094200000166893,0.14520001411437988,,0.3790999948978424,,,,,,,,1364,,
6,,,,,,0.6023271083831787,,0.8848949670791626,,6.253625869750977,,1364,3.8704166412353516,
7,,,,,,,0.5784788131713867,,0.8574162125587463,,6.15625,1399,,3.7634687423706055
7,,,,,,,0.6094036102294922,,0.8811795115470886,,6.04296875,1449,,3.6958165168762207
7,,,,,,,0.5338914394378662,,0.824335515499115,,6.34375,1499,,3.8330068588256836
7,,,,,,,0.5899055004119873,,0.85533207654953,,5.8984375,1549,,3.7488536834716797
,,,0.14022818207740784,,0.40507936477661133,,,,,,,280,,
,,,0.16701389849185944,,0.3984472155570984,,,,,,,281,,
,,,0.16346725821495056,,0.3766137957572937,,,,,,,282,,
,,,0.11086006462574005,,0.35248225927352905,,,,,,,283,,
,,,0.14727890491485596,,0.3791370987892151,,,,,,,284,,
,,,0.15979380905628204,,0.41151684522628784,,,,,,,285,,
,,,0.13475698232650757,,0.3987719416618347,,,,,,,286,,
,,,0.15544217824935913,,0.4429824650287628,,,,,,,287,,
,,,0.15437710285186768,,0.3525075912475586,,,,,,,288,,
,,,0.12925347685813904,,0.4641025960445404,,,,,,,289,,
,,,0.11947618424892426,,0.34521275758743286,,,,,,,290,,
,,,0.1289007067680359,,0.385326087474823,,,,,,,291,,
,,,0.14555394649505615,,0.417934775352478,,,,,,,292,,
,,,0.130952388048172,,0.35168540477752686,,,,,,,293,,
,,,0.1994898021221161,,0.4394265413284302,,,,,,,294,,
,,,0.14393939077854156,,0.37336766719818115,,,,,,,295,,
,,,0.160466268658638,,0.4662826657295227,,,,,,,296,,
,,,0.15140292048454285,,0.43605202436447144,,,,,,,297,,
,,,0.1488095223903656,,0.4007326364517212,,,,,,,298,,
,,,0.13448621332645416,,0.3380690813064575,,,,,,,299,,
,,,0.12441103160381317,,0.345968633890152,,,,,,,300,,
,,,0.15093538165092468,,0.4028495252132416,,,,,,,301,,
,,,0.15136054158210754,,0.36953404545783997,,,,,,,302,,
,,,0.16046175360679626,,0.43668609857559204,,,,,,,303,,
,,,0.12929552793502808,,0.41151630878448486,,,,,,,304,,
,,,0.13720539212226868,,0.3580701947212219,,,,,,,305,,
,,,0.14659863710403442,,0.4180701971054077,,,,,,,306,,
,,,0.1336805522441864,,0.3983273506164551,,,,,,,307,,
,,,0.13811953365802765,,0.3725155293941498,,,,,,,308,,
,,,0.13518518209457397,,0.3263888955116272,,,,,,,309,,
,,,0.13638393580913544,,0.37983953952789307,,,,,,,310,,
,,,0.11579861491918564,,0.35631871223449707,,,,,,,311,,
,,,0.15799319744110107,,0.4276595711708069,,,,,,,312,,
,,,0.10873015969991684,,0.39878472685813904,,,,,,,313,,
,,,0.13298246264457703,,0.4025089740753174,,,,,,,314,,
,,,0.13298611342906952,,0.40380436182022095,,,,,,,315,,
,,,0.13044217228889465,,0.42481884360313416,,,,,,,316,,
,,,0.15913107991218567,,0.4678318202495575,,,,,,,317,,
,,,0.13783332705497742,,0.41196808218955994,,,,,,,318,,
,,,0.10869565606117249,,0.36666667461395264,,,,,,,319,,
7,0.10750000178813934,0.15059998631477356,,0.39580002427101135,,,,,,,,1559,,
7,,,,,,0.5849235653877258,,0.8553181290626526,,5.992928504943848,,1559,3.794832944869995,
8,,,,,,,0.6145825982093811,,0.8682773113250732,,5.6875,1599,,3.8563432693481445
8,,,,,,,0.6135296821594238,,0.8643473386764526,,5.62890625,1649,,3.8154706954956055
8,,,,,,,0.5594527721405029,,0.8056500554084778,,5.484375,1699,,3.7289836406707764
8,,,,,,,0.5269396305084229,,0.7791571021080017,,5.5703125,1749,,3.639514923095703
,,,0.16777123510837555,,0.46841269731521606,,,,,,,320,,
,,,0.1832604557275772,,0.44091615080833435,,,,,,,321,,
,,,0.15548115968704224,,0.4295767545700073,,,,,,,322,,
,,,0.12978620827198029,,0.4315602779388428,,,,,,,323,,
,,,0.1756235808134079,,0.4416075348854065,,,,,,,324,,
,,,0.17766322195529938,,0.4279026389122009,,,,,,,325,,
,,,0.12495140731334686,,0.4211779832839966,,,,,,,326,,
,,,0.15309277176856995,,0.46315789222717285,,,,,,,327,,
,,,0.1514430046081543,,0.4104103446006775,,,,,,,328,,
,,,0.18496562540531158,,0.5249084830284119,,,,,,,329,,
,,,0.1395382434129715,,0.4276595711708069,,,,,,,330,,
,,,0.165798619389534,,0.4121376872062683,,,,,,,331,,
,,,0.2209821492433548,,0.5012681484222412,,,,,,,332,,
,,,0.14543861150741577,,0.4059925079345703,,,,,,,333,,
,,,0.150680273771286,,0.49285709857940674,,,,,,,334,,
,,,0.14562289416790009,,0.4288659691810608,,,,,,,335,,
,,,0.2041170597076416,,0.4761136770248413,,,,,,,336,,
,,,0.14809203147888184,,0.41211581230163574,,,,,,,337,,
,,,0.14914089441299438,,0.398779034614563,,,,,,,338,,
,,,0.16499027609825134,,0.40107277035713196,,,,,,,339,,
,,,0.14097744226455688,,0.420021653175354,,,,,,,340,,
,,,0.18299320340156555,,0.45331811904907227,,,,,,,341,,
,,,0.17517361044883728,,0.4331541061401367,,,,,,,342,,
,,,0.20800864696502686,,0.4886540174484253,,,,,,,343,,
,,,0.1550655961036682,,0.44006267189979553,,,,,,,344,,
,,,0.21391752362251282,,0.43403512239456177,,,,,,,345,,
,,,0.21094274520874023,,0.4619298577308655,,,,,,,346,,
,,,0.17840135097503662,,0.43853044509887695,,,,,,,347,,
,,,0.13831846415996552,,0.4539596140384674,,,,,,,348,,
,,,0.12772108614444733,,0.39565974473953247,,,,,,,349,,
,,,0.14992710947990417,,0.44376295804977417,,,,,,,350,,
,,,0.1415807604789734,,0.4375458359718323,,,,,,,351,,
,,,0.1774177849292755,,0.4583839774131775,,,,,,,352,,
,,,0.18236151337623596,,0.4754960536956787,,,,,,,353,,
,,,0.18524307012557983,,0.44157707691192627,,,,,,,354,,
,,,0.16397306323051453,,0.38108178973197937,,,,,,,355,,
