epoch,step,train/linear_probe_emb_loss_step,train/linear_probe_proj_h0_loss_step,train/linear_probe_proj_h1_loss_step,train/linear_probe_proj_h2_loss_step
0,49,4.571907043457031,4.624401092529297,4.609775543212891,4.596874237060547
0,99,4.480707168579102,4.620647430419922,4.549800872802734,4.493503570556641
0,149,4.464145660400391,4.572685241699219,4.50830078125,4.421222686767578
