Per-sample gradient bias/variance at fixed anchor points
distributions=['standard_normal', 'shifted_normal', 'scaled_normal', 'laplace', 'student_t5', 'uniform', 'mixture_gauss', 'skewnormal']
anchors=[-1.5, -0.5, 0.5, 1.5], Ns=[16, 32, 64, 128, 256, 512, 1024, 2048, 4096], n_seeds=2000
Aggregation: median over seeds (IQR / std).

loss  distribution           y*      N        med grad       std grad  |med|/std
--------------------------------------------------------------------------------------
tep   standard_normal     +1.50    128     +3.4887e-03     4.5434e-02      0.077
tep   standard_normal     +1.50    256     +5.4479e-04     3.2067e-02      0.017
tep   standard_normal     +1.50    512     +1.9884e-04     2.2593e-02      0.009
tep   standard_normal     +1.50   1024     +5.6392e-04     1.6311e-02      0.035
tep   standard_normal     +1.50   2048     +4.8646e-04     1.1586e-02      0.042
tep   standard_normal     +1.50   4096     +2.3049e-04     8.1251e-03      0.028

tep   shifted_normal      -1.50     16     -1.1601e-01     1.0404e-01      1.115
tep   shifted_normal      -1.50     32     -1.0245e-01     8.0779e-02      1.268
tep   shifted_normal      -1.50     64     -9.4825e-02     5.7051e-02      1.662
tep   shifted_normal      -1.50    128     -8.8604e-02     4.0220e-02      2.203
tep   shifted_normal      -1.50    256     -8.5201e-02     2.8530e-02      2.986
tep   shifted_normal      -1.50    512     -8.5248e-02     1.9622e-02      4.344
tep   shifted_normal      -1.50   1024     -8.4402e-02     1.4235e-02      5.929
tep   shifted_normal      -1.50   2048     -8.4493e-02     9.9890e-03      8.459
tep   shifted_normal      -1.50   4096     -8.4099e-02     7.1159e-03     11.818
tep   shifted_normal      -0.50     16     +1.9040e-01     1.5844e-01      1.202
tep   shifted_normal      -0.50     32     +1.9871e-01     1.1303e-01      1.758
tep   shifted_normal      -0.50     64     +2.1088e-01     8.3344e-02      2.530
tep   shifted_normal      -0.50    128     +2.1295e-01     5.6732e-02      3.754
tep   shifted_normal      -0.50    256     +2.1631e-01     4.0501e-02      5.341
tep   shifted_normal      -0.50    512     +2.1820e-01     2.9473e-02      7.404
tep   shifted_normal      -0.50   1024     +2.1855e-01     2.0385e-02     10.721
tep   shifted_normal      -0.50   2048     +2.1833e-01     1.4311e-02     15.256
tep   shifted_normal      -0.50   4096     +2.1884e-01     1.0112e-02     21.642
tep   shifted_normal      +0.50     16     +3.3061e-01     2.0425e-01      1.619
tep   shifted_normal      +0.50     32     +3.3557e-01     1.5711e-01      2.136
tep   shifted_normal      +0.50     64     +3.3353e-01     1.1041e-01      3.021
tep   shifted_normal      +0.50    128     +3.3035e-01     7.8979e-02      4.183
tep   shifted_normal      +0.50    256     +3.3050e-01     5.4530e-02      6.061
tep   shifted_normal      +0.50    512     +3.3131e-01     3.8325e-02      8.645
tep   shifted_normal      +0.50   1024     +3.3157e-01     2.7962e-02     11.858
tep   shifted_normal      +0.50   2048     +3.3197e-01     1.9848e-02     16.726
tep   shifted_normal      +0.50   4096     +3.3206e-01     1.3854e-02     23.968
tep   shifted_normal      +1.50     16     +8.2821e-02     1.5996e-01      0.518
tep   shifted_normal      +1.50     32     +7.7194e-02     1.1387e-01      0.678
tep   shifted_normal      +1.50     64     +6.1810e-02     8.1765e-02      0.756
tep   shifted_normal      +1.50    128     +5.8084e-02     5.7920e-02      1.003
tep   shifted_normal      +1.50    256     +5.5428e-02     4.0292e-02      1.376
tep   shifted_normal      +1.50    512     +5.2910e-02     2.9045e-02      1.822
tep   shifted_normal      +1.50   1024     +5.4193e-02     2.0729e-02      2.614
tep   shifted_normal      +1.50   2048     +5.3543e-02     1.4263e-02      3.754
tep   shifted_normal      +1.50   4096     +5.3412e-02     1.0131e-02      5.272

tep   scaled_normal       -1.50     16     -2.5948e-01     1.5800e-01      1.642
tep   scaled_normal       -1.50     32     -2.4924e-01     1.1255e-01      2.214
tep   scaled_normal       -1.50     64     -2.4655e-01     7.9204e-02      3.113
tep   scaled_normal       -1.50    128     -2.4323e-01     5.6482e-02      4.306
tep   scaled_normal       -1.50    256     -2.4226e-01     4.1785e-02      5.798
tep   scaled_normal       -1.50    512     -2.4279e-01     2.8113e-02      8.636
tep   scaled_normal       -1.50   1024     -2.4375e-01     2.0558e-02     11.857
tep   scaled_normal       -1.50   2048     -2.4205e-01     1.3890e-02     17.426
tep   scaled_normal       -1.50   4096     -2.4238e-01     9.8256e-03     24.668
tep   scaled_normal       -0.50     16     -1.7123e-01     1.9743e-01      0.867
tep   scaled_normal       -0.50     32     -1.7305e-01     1.3821e-01      1.252
tep   scaled_normal       -0.50     64     -1.6989e-01     9.9802e-02      1.702
tep   scaled_normal       -0.50    128     -1.6646e-01     7.2056e-02      2.310
tep   scaled_normal       -0.50    256     -1.6838e-01     5.1894e-02      3.245
tep   scaled_normal       -0.50    512     -1.6659e-01     3.6125e-02      4.611
tep   scaled_normal       -0.50   1024     -1.6796e-01     2.6007e-02      6.458
tep   scaled_normal       -0.50   2048     -1.6848e-01     1.7439e-02      9.661
tep   scaled_normal       -0.50   4096     -1.6750e-01     1.2782e-02     13.104
tep   scaled_normal       +0.50     16     +1.7609e-01     1.9560e-01      0.900
tep   scaled_normal       +0.50     32     +1.6991e-01     1.3988e-01      1.215
tep   scaled_normal       +0.50     64     +1.7237e-01     1.0090e-01      1.708
tep   scaled_normal       +0.50    128     +1.6965e-01     7.0303e-02      2.413
tep   scaled_normal       +0.50    256     +1.6835e-01     5.0939e-02      3.305
tep   scaled_normal       +0.50    512     +1.6989e-01     3.5281e-02      4.815
tep   scaled_normal       +0.50   1024     +1.6848e-01     2.5127e-02      6.705
tep   scaled_normal       +0.50   2048     +1.6696e-01     1.7412e-02      9.589
tep   scaled_normal       +0.50   4096     +1.6836e-01     1.2402e-02     13.576
tep   scaled_normal       +1.50     16     +2.5939e-01     1.5620e-01      1.661
tep   scaled_normal       +1.50     32     +2.5087e-01     1.1597e-01      2.163
tep   scaled_normal       +1.50     64     +2.4971e-01     7.8539e-02      3.179
tep   scaled_normal       +1.50    128     +2.4117e-01     5.6842e-02      4.243
tep   scaled_normal       +1.50    256     +2.4122e-01     4.1109e-02      5.868
tep   scaled_normal       +1.50    512     +2.4343e-01     2.8603e-02      8.511
tep   scaled_normal       +1.50   1024     +2.4288e-01     2.0293e-02     11.969
tep   scaled_normal       +1.50   2048     +2.4200e-01     1.4405e-02     16.799
tep   scaled_normal       +1.50   4096     +2.4231e-01     1.0067e-02     24.069

tep   laplace             -1.50     16     +2.8319e-02     1.2387e-01      0.229
tep   laplace             -1.50     32     +4.8620e-02     9.1658e-02      0.530
tep   laplace             -1.50     64     +5.8683e-02     6.3712e-02      0.921
tep   laplace             -1.50    128     +6.0005e-02     4.5881e-02      1.308
tep   laplace             -1.50    256     +6.2718e-02     3.2347e-02      1.939
tep   laplace             -1.50    512     +6.3260e-02     2.2357e-02      2.830
tep   laplace             -1.50   1024     +6.4887e-02     1.5294e-02      4.243
tep   laplace             -1.50   2048     +6.5493e-02     1.1331e-02      5.780
tep   laplace             -1.50   4096     +6.5444e-02     7.9500e-03      8.232
tep   laplace             -0.50     16     +9.6589e-02     1.7884e-01      0.540
tep   laplace             -0.50     32     +1.0207e-01     1.2622e-01      0.809
tep   laplace             -0.50     64     +1.0904e-01     9.1330e-02      1.194
tep   laplace             -0.50    128     +1.0891e-01     6.5888e-02      1.653
tep   laplace             -0.50    256     +1.0963e-01     4.5289e-02      2.421
tep   laplace             -0.50    512     +1.1022e-01     3.2510e-02      3.390
tep   laplace             -0.50   1024     +1.1114e-01     2.3082e-02      4.815
tep   laplace             -0.50   2048     +1.1102e-01     1.6888e-02      6.574
tep   laplace             -0.50   4096     +1.1055e-01     1.1597e-02      9.533
tep   laplace             +0.50     16     -8.3193e-02     1.8294e-01      0.455
tep   laplace             +0.50     32     -9.9049e-02     1.2629e-01      0.784
tep   laplace             +0.50     64     -1.0673e-01     9.3335e-02      1.144
tep   laplace             +0.50    128     -1.0371e-01     6.6950e-02      1.549
tep   laplace             +0.50    256     -1.0942e-01     4.6445e-02      2.356
tep   laplace             +0.50    512     -1.0911e-01     3.2546e-02      3.353
tep   laplace             +0.50   1024     -1.1048e-01     2.2606e-02      4.887
tep   laplace             +0.50   2048     -1.1077e-01     1.6712e-02      6.628
tep   laplace             +0.50   4096     -1.1087e-01     1.1640e-02      9.525
tep   laplace             +1.50     16     -3.1008e-02     1.2369e-01      0.251
tep   laplace             +1.50     32     -5.0169e-02     8.7215e-02      0.575
tep   laplace             +1.50     64     -5.7744e-02     6.3379e-02      0.911
tep   laplace             +1.50    128     -6.0146e-02     4.5908e-02      1.310
tep   laplace             +1.50    256     -6.3285e-02     3.1867e-02      1.986
tep   laplace             +1.50    512     -6.4191e-02     2.2501e-02      2.853
tep   laplace             +1.50   1024     -6.5508e-02     1.5730e-02      4.165
tep   laplace             +1.50   2048     -6.5140e-02     1.1501e-02      5.664
tep   laplace             +1.50   4096     -6.5216e-02     8.1426e-03      8.009

tep   student_t5          -1.50     16     +2.1491e-02     1.2054e-01      0.178
tep   student_t5          -1.50     32     +3.9073e-02     8.4494e-02      0.462
tep   student_t5          -1.50     64     +5.1451e-02     6.2213e-02      0.827
tep   student_t5          -1.50    128     +5.2858e-02     4.2942e-02      1.231
tep   student_t5          -1.50    256     +5.5547e-02     3.1327e-02      1.773
tep   student_t5          -1.50    512     +5.6856e-02     2.2403e-02      2.538
tep   student_t5          -1.50   1024     +5.5842e-02     1.5489e-02      3.605
tep   student_t5          -1.50   2048     +5.7678e-02     1.1077e-02      5.207
tep   student_t5          -1.50   4096     +5.7692e-02     8.0579e-03      7.160
tep   student_t5          -0.50     16     +5.1906e-02     1.8236e-01      0.285
tep   student_t5          -0.50     32     +6.8752e-02     1.3335e-01      0.516
tep   student_t5          -0.50     64     +7.5453e-02     9.4062e-02      0.802
tep   student_t5          -0.50    128     +7.2739e-02     6.6531e-02      1.093
tep   student_t5          -0.50    256     +7.4996e-02     4.8857e-02      1.535
tep   student_t5          -0.50    512     +7.6886e-02     3.4002e-02      2.261
tep   student_t5          -0.50   1024     +7.6463e-02     2.4014e-02      3.184
tep   student_t5          -0.50   2048     +7.7373e-02     1.7145e-02      4.513
tep   student_t5          -0.50   4096     +7.6487e-02     1.1734e-02      6.518
tep   student_t5          +0.50     16     -6.0823e-02     1.8516e-01      0.328
tep   student_t5          +0.50     32     -6.8377e-02     1.3202e-01      0.518
tep   student_t5          +0.50     64     -7.3812e-02     9.6077e-02      0.768
tep   student_t5          +0.50    128     -7.3730e-02     6.7403e-02      1.094
tep   student_t5          +0.50    256     -7.7329e-02     4.7399e-02      1.631
tep   student_t5          +0.50    512     -7.7738e-02     3.4493e-02      2.254
tep   student_t5          +0.50   1024     -7.6302e-02     2.3755e-02      3.212
tep   student_t5          +0.50   2048     -7.7853e-02     1.7227e-02      4.519
tep   student_t5          +0.50   4096     -7.7422e-02     1.2065e-02      6.417
tep   student_t5          +1.50     16     -1.8143e-02     1.2093e-01      0.150
tep   student_t5          +1.50     32     -3.9663e-02     8.6869e-02      0.457
tep   student_t5          +1.50     64     -5.1621e-02     6.1251e-02      0.843
tep   student_t5          +1.50    128     -5.3145e-02     4.3923e-02      1.210
tep   student_t5          +1.50    256     -5.5723e-02     3.1560e-02      1.766
tep   student_t5          +1.50    512     -5.7072e-02     2.2513e-02      2.535
tep   student_t5          +1.50   1024     -5.6543e-02     1.5460e-02      3.657
tep   student_t5          +1.50   2048     -5.7656e-02     1.1250e-02      5.125
tep   student_t5          +1.50   4096     -5.7126e-02     7.8251e-03      7.300

tep   uniform             -1.50     16     -7.9320e-02     1.0977e-01      0.723
tep   uniform             -1.50     32     -6.2187e-02     7.8387e-02      0.793
tep   uniform             -1.50     64     -5.3202e-02     5.6322e-02      0.945
tep   uniform             -1.50    128     -4.9282e-02     3.8905e-02      1.267
tep   uniform             -1.50    256     -4.6867e-02     2.7686e-02      1.693
tep   uniform             -1.50    512     -4.6705e-02     1.9525e-02      2.392
tep   uniform             -1.50   1024     -4.6569e-02     1.4388e-02      3.237
tep   uniform             -1.50   2048     -4.5895e-02     9.7554e-03      4.705
tep   uniform             -1.50   4096     -4.5691e-02     7.1275e-03      6.411
tep   uniform             -0.50     16     -1.1728e-01     2.1478e-01      0.546
tep   uniform             -0.50     32     -1.1647e-01     1.5018e-01      0.776
tep   uniform             -0.50     64     -1.1464e-01     1.0708e-01      1.071
tep   uniform             -0.50    128     -1.0756e-01     7.7031e-02      1.396
tep   uniform             -0.50    256     -1.0881e-01     5.4199e-02      2.008
tep   uniform             -0.50    512     -1.0922e-01     3.8601e-02      2.829
tep   uniform             -0.50   1024     -1.1033e-01     2.7712e-02      3.981
tep   uniform             -0.50   2048     -1.1094e-01     1.9308e-02      5.746
tep   uniform             -0.50   4096     -1.0991e-01     1.3463e-02      8.164
tep   uniform             +0.50     16     +1.1324e-01     2.1592e-01      0.524
tep   uniform             +0.50     32     +1.1482e-01     1.5125e-01      0.759
tep   uniform             +0.50     64     +1.0969e-01     1.0829e-01      1.013
tep   uniform             +0.50    128     +1.0904e-01     7.5907e-02      1.437
tep   uniform             +0.50    256     +1.1016e-01     5.2803e-02      2.086
tep   uniform             +0.50    512     +1.1033e-01     3.7558e-02      2.938
tep   uniform             +0.50   1024     +1.1017e-01     2.7938e-02      3.943
tep   uniform             +0.50   2048     +1.1018e-01     1.9493e-02      5.652
tep   uniform             +0.50   4096     +1.0953e-01     1.3614e-02      8.045
tep   uniform             +1.50     16     +7.8407e-02     1.1089e-01      0.707
tep   uniform             +1.50     32     +6.6835e-02     7.7267e-02      0.865
tep   uniform             +1.50     64     +5.6112e-02     5.5171e-02      1.017
tep   uniform             +1.50    128     +4.9974e-02     3.9487e-02      1.266
tep   uniform             +1.50    256     +4.7499e-02     2.8093e-02      1.691
tep   uniform             +1.50    512     +4.6207e-02     2.0434e-02      2.261
tep   uniform             +1.50   1024     +4.5982e-02     1.4572e-02      3.155
tep   uniform             +1.50   2048     +4.6148e-02     9.8544e-03      4.683
tep   uniform             +1.50   4096     +4.5549e-02     6.8754e-03      6.625

tep   mixture_gauss       -1.50     16     -7.4945e-02     1.0795e-01      0.694
tep   mixture_gauss       -1.50     32     -5.8896e-02     7.6192e-02      0.773
tep   mixture_gauss       -1.50     64     -4.8658e-02     5.6082e-02      0.868
tep   mixture_gauss       -1.50    128     -4.5154e-02     3.9210e-02      1.152
tep   mixture_gauss       -1.50    256     -4.4286e-02     2.7479e-02      1.612
tep   mixture_gauss       -1.50    512     -4.2470e-02     1.9224e-02      2.209
tep   mixture_gauss       -1.50   1024     -4.2346e-02     1.4195e-02      2.983
tep   mixture_gauss       -1.50   2048     -4.1944e-02     9.9113e-03      4.232
tep   mixture_gauss       -1.50   4096     -4.1933e-02     7.0861e-03      5.918
tep   mixture_gauss       -0.50     16     -1.5407e-01     2.1019e-01      0.733
tep   mixture_gauss       -0.50     32     -1.4654e-01     1.5681e-01      0.935
tep   mixture_gauss       -0.50     64     -1.4653e-01     1.0922e-01      1.342
tep   mixture_gauss       -0.50    128     -1.4518e-01     7.7783e-02      1.867
tep   mixture_gauss       -0.50    256     -1.4258e-01     5.6240e-02      2.535
tep   mixture_gauss       -0.50    512     -1.4216e-01     3.8923e-02      3.652
tep   mixture_gauss       -0.50   1024     -1.4160e-01     2.7923e-02      5.071
tep   mixture_gauss       -0.50   2048     -1.4180e-01     1.9326e-02      7.337
tep   mixture_gauss       -0.50   4096     -1.4124e-01     1.4127e-02      9.998
tep   mixture_gauss       +0.50     16     +1.4353e-01     2.1125e-01      0.679
tep   mixture_gauss       +0.50     32     +1.4044e-01     1.5433e-01      0.910
tep   mixture_gauss       +0.50     64     +1.4080e-01     1.0959e-01      1.285
tep   mixture_gauss       +0.50    128     +1.4015e-01     7.8489e-02      1.786
tep   mixture_gauss       +0.50    256     +1.4360e-01     5.5186e-02      2.602
tep   mixture_gauss       +0.50    512     +1.4058e-01     3.8084e-02      3.691
tep   mixture_gauss       +0.50   1024     +1.4209e-01     2.8137e-02      5.050
tep   mixture_gauss       +0.50   2048     +1.4089e-01     1.9719e-02      7.145
tep   mixture_gauss       +0.50   4096     +1.4167e-01     1.3997e-02     10.121
tep   mixture_gauss       +1.50     16     +7.0231e-02     1.1017e-01      0.637
tep   mixture_gauss       +1.50     32     +5.8544e-02     7.9391e-02      0.737
tep   mixture_gauss       +1.50     64     +5.1496e-02     5.6237e-02      0.916
tep   mixture_gauss       +1.50    128     +4.5763e-02     3.9261e-02      1.166
tep   mixture_gauss       +1.50    256     +4.3701e-02     2.9120e-02      1.501
tep   mixture_gauss       +1.50    512     +4.2992e-02     1.9907e-02      2.160
tep   mixture_gauss       +1.50   1024     +4.2493e-02     1.4144e-02      3.004
tep   mixture_gauss       +1.50   2048     +4.2153e-02     9.8450e-03      4.282
tep   mixture_gauss       +1.50   4096     +4.1694e-02     6.9997e-03      5.957

tep   skewnormal          -1.50     16     +5.5543e-02     1.0676e-01      0.520
tep   skewnormal          -1.50     32     +7.7503e-02     7.8013e-02      0.993
tep   skewnormal          -1.50     64     +8.8188e-02     5.4627e-02      1.614
tep   skewnormal          -1.50    128     +9.0448e-02     3.9489e-02      2.290
tep   skewnormal          -1.50    256     +9.6016e-02     2.7545e-02      3.486
tep   skewnormal          -1.50    512     +9.6114e-02     1.9891e-02      4.832
tep   skewnormal          -1.50   1024     +9.6951e-02     1.3359e-02      7.258
tep   skewnormal          -1.50   2048     +9.7243e-02     9.7882e-03      9.935
tep   skewnormal          -1.50   4096     +9.7277e-02     6.7481e-03     14.415
tep   skewnormal          -0.50     16     -1.1095e-01     1.8879e-01      0.588
tep   skewnormal          -0.50     32     -1.0967e-01     1.4341e-01      0.765
tep   skewnormal          -0.50     64     -1.0719e-01     9.9587e-02      1.076
tep   skewnormal          -0.50    128     -1.0484e-01     6.9043e-02      1.518
tep   skewnormal          -0.50    256     -1.0406e-01     4.9863e-02      2.087
tep   skewnormal          -0.50    512     -1.0507e-01     3.4272e-02      3.066
tep   skewnormal          -0.50   1024     -1.0288e-01     2.5222e-02      4.079
tep   skewnormal          -0.50   2048     -1.0317e-01     1.7470e-02      5.906
tep   skewnormal          -0.50   4096     -1.0320e-01     1.2471e-02      8.275
tep   skewnormal          +0.50     16     -8.9775e-02     1.9553e-01      0.459
tep   skewnormal          +0.50     32     -1.0618e-01     1.4149e-01      0.750
tep   skewnormal          +0.50     64     -1.1107e-01     9.8342e-02      1.129
tep   skewnormal          +0.50    128     -1.1060e-01     7.0444e-02      1.570
tep   skewnormal          +0.50    256     -1.1374e-01     4.8961e-02      2.323
tep   skewnormal          +0.50    512     -1.1495e-01     3.5229e-02      3.263
tep   skewnormal          +0.50   1024     -1.1415e-01     2.4770e-02      4.608
tep   skewnormal          +0.50   2048     -1.1452e-01     1.8106e-02      6.325
tep   skewnormal          +0.50   4096     -1.1415e-01     1.2239e-02      9.327
tep   skewnormal          +1.50     16     +8.7944e-02     1.2976e-01      0.678
tep   skewnormal          +1.50     32     +7.8203e-02     9.5782e-02      0.816
tep   skewnormal          +1.50     64     +7.0986e-02     6.7103e-02      1.058
tep   skewnormal          +1.50    128     +6.7365e-02     4.7637e-02      1.414
tep   skewnormal          +1.50    256     +6.3804e-02     3.3883e-02      1.883
tep   skewnormal          +1.50    512     +6.5705e-02     2.4355e-02      2.698
tep   skewnormal          +1.50   1024     +6.4100e-02     1.6867e-02      3.800
tep   skewnormal          +1.50   2048     +6.3900e-02     1.1871e-02      5.383
tep   skewnormal          +1.50   4096     +6.4150e-02     8.4555e-03      7.587

in    standard_normal     -1.50     16     -2.1548e-03     7.9286e-03      0.272
in    standard_normal     -1.50     32     -5.3242e-04     2.8405e-03      0.187
in    standard_normal     -1.50     64     -5.8943e-05     1.0220e-03      0.058
in    standard_normal     -1.50    128     -3.7853e-05     3.6862e-04      0.103
in    standard_normal     -1.50    256     -4.9233e-06     1.2357e-04      0.040
in    standard_normal     -1.50    512     -2.1392e-06     4.5021e-05      0.048
in    standard_normal     -1.50   1024     -2.1319e-07     1.6136e-05      0.013
in    standard_normal     -1.50   2048     -1.5070e-07     5.5231e-06      0.027
in    standard_normal     -1.50   4096     -1.1198e-07     1.9707e-06      0.057
in    standard_normal     -0.50     16     -1.3059e-03     1.2411e-02      0.105
in    standard_normal     -0.50     32     -1.9572e-04     4.3811e-03      0.045
in    standard_normal     -0.50     64     +2.5481e-06     1.5555e-03      0.002
in    standard_normal     -0.50    128     +1.5507e-06     5.6326e-04      0.003
in    standard_normal     -0.50    256     -7.4325e-07     1.9547e-04      0.004
in    standard_normal     -0.50    512     -1.7328e-06     7.0625e-05      0.025
in    standard_normal     -0.50   1024     -5.9365e-07     2.4414e-05      0.024
in    standard_normal     -0.50   2048     -2.3771e-07     8.7275e-06      0.027
in    standard_normal     -0.50   4096     -2.8078e-08     3.0627e-06      0.009
in    standard_normal     +0.50     16     +1.1972e-03     1.2629e-02      0.095
in    standard_normal     +0.50     32     +4.0182e-04     4.4291e-03      0.091
in    standard_normal     +0.50     64     +2.7832e-05     1.5658e-03      0.018
in    standard_normal     +0.50    128     +3.0419e-06     5.4831e-04      0.006
in    standard_normal     +0.50    256     +1.6718e-06     1.9661e-04      0.009
in    standard_normal     +0.50    512     +3.7631e-07     6.9426e-05      0.005
in    standard_normal     +0.50   1024     -1.6441e-07     2.4931e-05      0.007
in    standard_normal     +0.50   2048     +8.4910e-09     8.6764e-06      0.001
in    standard_normal     +0.50   4096     +5.9121e-08     3.0719e-06      0.019
in    standard_normal     +1.50     16     +2.3841e-03     7.7651e-03      0.307
in    standard_normal     +1.50     32     +5.7901e-04     2.8262e-03      0.205
in    standard_normal     +1.50     64     +1.1435e-04     1.0090e-03      0.113
in    standard_normal     +1.50    128     +2.7256e-05     3.5495e-04      0.077
in    standard_normal     +1.50    256     +2.1281e-06     1.2526e-04      0.017
in    standard_normal     +1.50    512     +3.8836e-07     4.4127e-05      0.009
in    standard_normal     +1.50   1024     +5.5070e-07     1.5929e-05      0.035
in    standard_normal     +1.50   2048     +2.3753e-07     5.6571e-06      0.042
in    standard_normal     +1.50   4096     +5.6272e-08     1.9837e-06      0.028

in    shifted_normal      -1.50     16     -7.2509e-03     6.5028e-03      1.115
in    shifted_normal      -1.50     32     -3.2016e-03     2.5243e-03      1.268
in    shifted_normal      -1.50     64     -1.4816e-03     8.9143e-04      1.662
in    shifted_normal      -1.50    128     -6.9222e-04     3.1422e-04      2.203
in    shifted_normal      -1.50    256     -3.3282e-04     1.1145e-04      2.986
in    shifted_normal      -1.50    512     -1.6650e-04     3.8325e-05      4.344
in    shifted_normal      -1.50   1024     -8.2424e-05     1.3902e-05      5.929
in    shifted_normal      -1.50   2048     -4.1257e-05     4.8774e-06      8.459
in    shifted_normal      -1.50   4096     -2.0532e-05     1.7373e-06     11.818
in    shifted_normal      -0.50     16     +1.1900e-02     9.9025e-03      1.202
in    shifted_normal      -0.50     32     +6.2098e-03     3.5321e-03      1.758
in    shifted_normal      -0.50     64     +3.2950e-03     1.3022e-03      2.530
in    shifted_normal      -0.50    128     +1.6637e-03     4.4322e-04      3.754
in    shifted_normal      -0.50    256     +8.4494e-04     1.5821e-04      5.341
in    shifted_normal      -0.50    512     +4.2618e-04     5.7564e-05      7.404
in    shifted_normal      -0.50   1024     +2.1343e-04     1.9907e-05     10.721
in    shifted_normal      -0.50   2048     +1.0661e-04     6.9878e-06     15.256
in    shifted_normal      -0.50   4096     +5.3428e-05     2.4687e-06     21.642
in    shifted_normal      +0.50     16     +2.0663e-02     1.2766e-02      1.619
in    shifted_normal      +0.50     32     +1.0486e-02     4.9097e-03      2.136
in    shifted_normal      +0.50     64     +5.2115e-03     1.7251e-03      3.021
in    shifted_normal      +0.50    128     +2.5809e-03     6.1702e-04      4.183
in    shifted_normal      +0.50    256     +1.2910e-03     2.1301e-04      6.061
in    shifted_normal      +0.50    512     +6.4708e-04     7.4853e-05      8.645
in    shifted_normal      +0.50   1024     +3.2380e-04     2.7307e-05     11.858
in    shifted_normal      +0.50   2048     +1.6209e-04     9.6912e-06     16.726
in    shifted_normal      +0.50   4096     +8.1070e-05     3.3824e-06     23.968
in    shifted_normal      +1.50     16     +5.1763e-03     9.9973e-03      0.518
in    shifted_normal      +1.50     32     +2.4123e-03     3.5586e-03      0.678
in    shifted_normal      +1.50     64     +9.6579e-04     1.2776e-03      0.756
in    shifted_normal      +1.50    128     +4.5378e-04     4.5250e-04      1.003
in    shifted_normal      +1.50    256     +2.1652e-04     1.5739e-04      1.376
in    shifted_normal      +1.50    512     +1.0334e-04     5.6729e-05      1.822
in    shifted_normal      +1.50   1024     +5.2922e-05     2.0243e-05      2.614
in    shifted_normal      +1.50   2048     +2.6144e-05     6.9645e-06      3.754
in    shifted_normal      +1.50   4096     +1.3040e-05     2.4734e-06      5.272

in    scaled_normal       -1.50     16     -1.6217e-02     9.8749e-03      1.642
in    scaled_normal       -1.50     32     -7.7887e-03     3.5172e-03      2.214
in    scaled_normal       -1.50     64     -3.8524e-03     1.2376e-03      3.113
in    scaled_normal       -1.50    128     -1.9002e-03     4.4126e-04      4.306
in    scaled_normal       -1.50    256     -9.4633e-04     1.6322e-04      5.798
in    scaled_normal       -1.50    512     -4.7420e-04     5.4908e-05      8.636
in    scaled_normal       -1.50   1024     -2.3803e-04     2.0076e-05     11.857
in    scaled_normal       -1.50   2048     -1.1819e-04     6.7821e-06     17.426
in    scaled_normal       -1.50   4096     -5.9174e-05     2.3988e-06     24.668
in    scaled_normal       -0.50     16     -1.0702e-02     1.2340e-02      0.867
in    scaled_normal       -0.50     32     -5.4079e-03     4.3190e-03      1.252
in    scaled_normal       -0.50     64     -2.6546e-03     1.5594e-03      1.702
in    scaled_normal       -0.50    128     -1.3005e-03     5.6294e-04      2.310
in    scaled_normal       -0.50    256     -6.5774e-04     2.0271e-04      3.245
in    scaled_normal       -0.50    512     -3.2537e-04     7.0558e-05      4.611
in    scaled_normal       -0.50   1024     -1.6402e-04     2.5397e-05      6.458
in    scaled_normal       -0.50   2048     -8.2267e-05     8.5154e-06      9.661
in    scaled_normal       -0.50   4096     -4.0893e-05     3.1205e-06     13.104
in    scaled_normal       +0.50     16     +1.1006e-02     1.2225e-02      0.900
in    scaled_normal       +0.50     32     +5.3097e-03     4.3711e-03      1.215
in    scaled_normal       +0.50     64     +2.6932e-03     1.5766e-03      1.708
in    scaled_normal       +0.50    128     +1.3254e-03     5.4924e-04      2.413
in    scaled_normal       +0.50    256     +6.5763e-04     1.9898e-04      3.305
in    scaled_normal       +0.50    512     +3.3181e-04     6.8908e-05      4.815
in    scaled_normal       +0.50   1024     +1.6453e-04     2.4538e-05      6.705
in    scaled_normal       +0.50   2048     +8.1525e-05     8.5022e-06      9.589
in    scaled_normal       +0.50   4096     +4.1104e-05     3.0278e-06     13.576
in    scaled_normal       +1.50     16     +1.6212e-02     9.7623e-03      1.661
in    scaled_normal       +1.50     32     +7.8396e-03     3.6240e-03      2.163
in    scaled_normal       +1.50     64     +3.9018e-03     1.2272e-03      3.179
in    scaled_normal       +1.50    128     +1.8841e-03     4.4408e-04      4.243
in    scaled_normal       +1.50    256     +9.4226e-04     1.6058e-04      5.868
in    scaled_normal       +1.50    512     +4.7545e-04     5.5865e-05      8.511
in    scaled_normal       +1.50   1024     +2.3719e-04     1.9817e-05     11.969
in    scaled_normal       +1.50   2048     +1.1816e-04     7.0338e-06     16.799
in    scaled_normal       +1.50   4096     +5.9157e-05     2.4578e-06     24.069

in    laplace             -1.50     16     +1.7699e-03     7.7421e-03      0.229
in    laplace             -1.50     32     +1.5194e-03     2.8643e-03      0.530
in    laplace             -1.50     64     +9.1693e-04     9.9549e-04      0.921
in    laplace             -1.50    128     +4.6879e-04     3.5845e-04      1.308
in    laplace             -1.50    256     +2.4499e-04     1.2636e-04      1.939
